6,67E-02	1,96E-01
1,00E-01	2,80E-01
1,33E-01	6,16E-01
1,67E-01	1,29E+00
2,00E-01	2,04E+00
2,34E-01	3,05E+00
2,67E-01	4,27E+00
3,00E-01	5,40E+00
3,34E-01	6,62E+00
3,67E-01	7,84E+00
4,00E-01	9,27E+00
4,34E-01	1,04E+01
4,67E-01	1,14E+01
5,01E-01	1,23E+01
5,34E-01	1,31E+01
5,67E-01	1,37E+01
6,01E-01	1,41E+01
6,34E-01	1,40E+01
6,67E-01	1,36E+01
7,01E-01	1,31E+01
7,34E-01	1,27E+01
7,67E-01	1,21E+01
8,01E-01	1,11E+01
8,34E-01	9,90E+00
8,68E-01	8,81E+00
9,01E-01	7,51E+00
9,34E-01	6,20E+00
9,68E-01	5,15E+00
1,00E+00	3,85E+00
1,03E+00	3,01E+00
1,07E+00	1,88E+00
1,10E+00	1,12E+00
1,13E+00	4,90E-01
1,17E+00	2,80E-01
1,20E+00	-1,40E-02
1,23E+00	2,38E-01
1,27E+00	7,00E-01
1,30E+00	1,29E+00
1,33E+00	1,92E+00
1,37E+00	2,93E+00
1,40E+00	3,89E+00
1,43E+00	5,07E+00
1,47E+00	6,25E+00
1,50E+00	7,42E+00
1,53E+00	8,77E+00
1,57E+00	9,94E+00
1,60E+00	1,09E+01
1,63E+00	1,18E+01
1,67E+00	1,28E+01
1,70E+00	1,34E+01
1,74E+00	1,38E+01
1,77E+00	1,38E+01
1,80E+00	1,38E+01
1,84E+00	1,33E+01
1,87E+00	1,28E+01
1,90E+00	1,23E+01
1,94E+00	1,13E+01
1,97E+00	1,03E+01
2,00E+00	9,44E+00
2,04E+00	8,18E+00
2,07E+00	7,00E+00
2,10E+00	5,74E+00
2,14E+00	4,44E+00
2,17E+00	3,30E+00
2,20E+00	2,34E+00
2,24E+00	1,62E+00
2,27E+00	7,42E-01
2,30E+00	3,64E-01
2,34E+00	3,22E-01
2,37E+00	5,04E-01
2,40E+00	9,80E-01
2,44E+00	1,18E+00
2,47E+00	1,82E+00
2,50E+00	2,49E+00
2,54E+00	3,58E+00
2,57E+00	4,54E+00
2,60E+00	5,60E+00
2,64E+00	7,00E+00
2,67E+00	8,32E+00
2,70E+00	9,21E+00
2,74E+00	1,04E+01
2,77E+00	1,15E+01
2,80E+00	1,23E+01
2,84E+00	1,30E+01
2,87E+00	1,34E+01
2,90E+00	1,39E+01
2,94E+00	1,39E+01
2,97E+00	1,35E+01
3,00E+00	1,29E+01
3,04E+00	1,25E+01
3,07E+00	1,18E+01
3,10E+00	1,08E+01
3,14E+00	9,83E+00
3,17E+00	8,77E+00
3,20E+00	7,65E+00
3,24E+00	6,25E+00
3,27E+00	5,24E+00
3,30E+00	4,00E+00
3,34E+00	3,05E+00
3,37E+00	1,90E+00
3,40E+00	1,37E+00
3,44E+00	7,00E-01
3,47E+00	2,24E-01
3,50E+00	3,64E-01
3,54E+00	7,56E-01
3,57E+00	1,09E+00
3,60E+00	1,65E+00
3,64E+00	2,46E+00
3,67E+00	3,36E+00
3,70E+00	4,45E+00
3,74E+00	5,46E+00
3,77E+00	6,69E+00
3,80E+00	7,95E+00
3,84E+00	8,93E+00
3,87E+00	1,00E+01
3,90E+00	1,11E+01
3,94E+00	1,20E+01
3,97E+00	1,30E+01
4,00E+00	1,33E+01
4,04E+00	1,36E+01
4,07E+00	1,38E+01
4,10E+00	1,36E+01
4,14E+00	1,29E+01
4,17E+00	1,27E+01
4,20E+00	1,21E+01
4,24E+00	1,10E+01
4,27E+00	9,91E+00
4,30E+00	8,93E+00
4,34E+00	7,79E+00
4,37E+00	6,53E+00
4,40E+00	5,38E+00
4,44E+00	4,20E+00
4,47E+00	3,05E+00
4,50E+00	2,18E+00
4,54E+00	1,57E+00
4,57E+00	1,04E+00
4,60E+00	3,36E-01
4,64E+00	1,68E-01
