1,001001001E-1	7,487612286E0	-1,767654511E-1
1,334668001E-1	7,483188726E0	-1,104784070E-1
1,668335002E-1	7,480239686E0	-8,838272557E-2
2,002002002E-1	7,477290646E0	-2,911502769E-1
2,335669002E-1	7,460810238E0	-4,977090213E-1
2,669336003E-1	7,444076831E0	-4,570746023E-1
3,003003003E-1	7,430308096E0	-6,709693499E-1
3,336670003E-1	7,399300765E0	-2,902721462E-1
3,670337004E-1	7,410937249E0	-1,549622689E-1
4,004004004E-1	7,388959606E0	-5,905630371E-1
4,337671004E-1	7,371526969E0	-5,353029701E-1
4,671338005E-1	7,353237019E0	-5,385926435E-1
5,005005005E-1	7,335584851E0	-5,080012737E-1
5,338672005E-1	7,319336367E0	-4,988349132E-1
5,672339006E-1	7,302295901E0	-5,246661486E-1
6,006006006E-1	7,284323611E0	-5,548944240E-1
6,339673006E-1	7,265265910E0	-5,873022914E-1
6,673340007E-1	7,245130932E0	-5,533286586E-1
7,007007007E-1	7,228340407E0	-5,535461158E-1
7,340674007E-1	7,208190917E0	-5,250200339E-1
7,674341008E-1	7,193304035E0	-4,969932527E-1
8,008008008E-1	7,175024868E0	-5,483372318E-1
8,341675008E-1	7,156711627E0	-5,308557106E-1
8,675342009E-1	7,139599061E0	-5,538437706E-1
9,009009009E-1	7,119751749E0	-6,253429421E-1
9,342676009E-1	7,097867801E0	-7,190242859E-1
9,676343010E-1	7,071768814E0	-6,738527769E-1
1,001001001E0	7,052899314E0	-4,935642796E-1
1,034367701E0	7,038831591E0	-4,536717450E-1
1,067734401E0	7,022624256E0	-4,877989878E-1
1,101101101E0	7,006279106E0	-5,762044735E-1
1,134467801E0	6,984172172E0	-7,416676027E-1
1,167834501E0	6,956785106E0	-7,197347302E-1
1,201201201E0	6,936141826E0	-6,407747604E-1
1,234567901E0	6,914024027E0	-7,087384313E-1
1,267934601E0	6,888845301E0	-6,086677497E-1
1,301301301E0	6,873405559E0	-5,299979528E-1
1,334668001E0	6,853476736E0	-5,168506274E-1
1,368034701E0	6,838914359E0	-4,655966261E-1
1,401401401E0	6,822405890E0	-5,254306436E-1
1,434768101E0	6,803850586E0	-6,423225414E-1
1,468134801E0	6,779541523E0	-7,826818886E-1
1,501501502E0	6,751619562E0	-7,240437126E-1
1,534868202E0	6,731223624E0	-5,663767125E-1
1,568234902E0	6,713823318E0	-5,544891685E-1
1,601601602E0	6,694220676E0	-6,757478148E-1
1,634968302E0	6,668728369E0	-7,269999506E-1
1,668335002E0	6,645705498E0	-6,060600844E-1
1,701701702E0	6,628283919E0	-5,563230644E-1
1,735068402E0	6,608580168E0	-6,231814591E-1
1,768435102E0	6,586696901E0	-5,987494841E-1
1,801801802E0	6,568623579E0	-6,349907671E-1
1,835168502E0	6,544321808E0	-6,714298876E-1
1,868535202E0	6,523816780E0	-5,980243776E-1
1,901901902E0	6,504413608E0	-5,655413367E-1
1,935268602E0	6,486076284E0	-7,036766094E-1
1,968635302E0	6,457454876E0	-8,513169628E-1
2,002002002E0	6,429265008E0	-6,079587255E-1
2,035368702E0	6,416883723E0	-4,925145855E-1
2,068735402E0	6,396397835E0	-5,881893600E-1
2,102102102E0	6,377631847E0	-6,308809631E-1
2,135468802E0	6,354297004E0	-7,260240530E-1
2,168835502E0	6,329181793E0	-6,569581622E-1
2,202202202E0	6,310455952E0	-6,793979034E-1
2,235568902E0	6,283843261E0	-7,637416930E-1
2,268935602E0	6,259488872E0	-6,605365726E-1
2,302302302E0	6,239763410E0	-5,909561311E-1
2,335669002E0	6,220052360E0	-6,489622078E-1
2,369035702E0	6,196455955E0	-5,767607603E-1
2,402402402E0	6,181563153E0	-6,348251138E-1
2,435769102E0	6,154091917E0	-7,046293476E-1
2,469135802E0	6,134540841E0	-5,774073083E-1
