1,00E-01	-1,42E-01
1,33E-01	7,45E-03
1,67E-01	3,95E-01
2,00E-01	8,27E-01
2,34E-01	1,43E+00
2,67E-01	2,08E+00
3,00E-01	2,80E+00
3,34E-01	3,43E+00
3,67E-01	4,03E+00
4,00E-01	4,52E+00
4,34E-01	4,85E+00
4,67E-01	5,03E+00
5,01E-01	5,10E+00
5,34E-01	4,94E+00
5,67E-01	4,72E+00
6,01E-01	4,30E+00
6,34E-01	3,81E+00
6,67E-01	3,19E+00
7,01E-01	2,54E+00
7,34E-01	1,89E+00
7,67E-01	1,36E+00
8,01E-01	8,20E-01
8,34E-01	3,50E-01
8,68E-01	2,98E-02
9,01E-01	-1,12E-01
9,34E-01	-5,96E-02
9,68E-01	1,34E-01
1,00E+00	5,59E-01
1,03E+00	1,09E+00
1,07E+00	1,62E+00
1,10E+00	2,29E+00
1,13E+00	3,00E+00
1,17E+00	3,62E+00
1,20E+00	4,12E+00
1,23E+00	4,61E+00
1,27E+00	4,96E+00
1,30E+00	5,11E+00
1,33E+00	5,13E+00
1,37E+00	4,96E+00
1,40E+00	4,61E+00
1,43E+00	4,16E+00
1,47E+00	3,69E+00
1,50E+00	3,01E+00
1,53E+00	2,34E+00
1,57E+00	1,73E+00
1,60E+00	1,09E+00
1,63E+00	6,11E-01
1,67E+00	2,16E-01
1,70E+00	-2,24E-02
1,74E+00	-5,96E-02
1,77E+00	5,96E-02
1,80E+00	3,28E-01
1,84E+00	7,01E-01
1,87E+00	1,24E+00
1,90E+00	1,84E+00
1,94E+00	2,49E+00
1,97E+00	3,10E+00
2,00E+00	3,73E+00
2,04E+00	4,26E+00
2,07E+00	4,75E+00
2,10E+00	4,96E+00
2,14E+00	5,12E+00
2,17E+00	5,05E+00
2,20E+00	4,83E+00
2,24E+00	4,55E+00
2,27E+00	4,08E+00
2,30E+00	3,70E+00
2,34E+00	2,85E+00
2,37E+00	2,27E+00
2,40E+00	1,61E+00
2,44E+00	1,08E+00
2,47E+00	6,11E-01
2,50E+00	2,16E-01
2,54E+00	-5,22E-02
2,57E+00	-1,49E-02
2,60E+00	1,19E-01
2,64E+00	4,17E-01
2,67E+00	8,50E-01
2,70E+00	1,42E+00
2,74E+00	2,05E+00
2,77E+00	2,65E+00
2,80E+00	3,31E+00
2,84E+00	3,91E+00
2,87E+00	4,40E+00
2,90E+00	4,78E+00
2,94E+00	5,04E+00
2,97E+00	5,16E+00
3,00E+00	5,05E+00
3,04E+00	4,84E+00
3,07E+00	4,40E+00
3,10E+00	3,99E+00
3,14E+00	3,36E+00
3,17E+00	2,66E+00
3,20E+00	2,12E+00
3,24E+00	1,47E+00
3,27E+00	9,54E-01
3,30E+00	4,70E-01
3,34E+00	1,94E-01
3,37E+00	1,49E-02
3,40E+00	1,49E-02
