0,000000000E0	1,189671965E1
2,151000000E-1	1,072293847E1
2,484222222E-1	9,673419104E0
2,817444444E-1	8,643794874E0
3,150666667E-1	7,691636604E0
3,483888889E-1	6,816971365E0
3,817111111E-1	5,973114841E0
4,150333333E-1	5,215654415E0
4,483555556E-1	4,552046385E0
4,816777778E-1	3,957159965E0
5,150000000E-1	3,443356118E0
5,483222222E-1	3,026043328E0
5,816444444E-1	2,695736559E0
6,149666667E-1	2,457126808E0
6,482888889E-1	2,297599482E0
6,816111111E-1	2,224583962E0
7,149333333E-1	2,241489461E0
7,482555556E-1	2,348541758E0
7,815777778E-1	2,559213459E0
8,149000000E-1	2,839180806E0
8,482222222E-1	3,217287863E0
8,815444444E-1	3,688540928E0
9,148666667E-1	4,242049799E0
9,481888889E-1	4,882056014E0
9,815111111E-1	5,585700747E0
1,014833333E0	6,366872261E0
1,048155556E0	7,201620402E0
1,081477778E0	8,099563366E0
1,114800000E0	9,044644489E0
1,148122222E0	1,005641470E1
1,181444444E0	1,111820309E1
1,214766667E0	1,221664499E1
1,248088889E0	1,334803329E1
1,281411111E0	1,453134867E1
1,314733333E0	1,572044936E1
1,348055556E0	1,691374754E1
1,381377778E0	1,814181625E1
1,414700000E0	1,937102978E1
1,448022222E0	2,060059168E1
1,481344444E0	2,184094280E1
1,514666667E0	2,306224879E1
1,547988889E0	2,427802826E1
1,581311111E0	2,546522134E1
1,614633333E0	2,664197974E1
1,647955556E0	2,779861442E1
1,681277778E0	2,892489061E1
1,714600000E0	3,002037599E1
1,747922222E0	3,107005889E1
1,781244444E0	3,206976184E1
1,814566667E0	3,302910618E1
1,847888889E0	3,392506362E1
1,881211111E0	3,477391379E1
1,914533333E0	3,556355958E1
1,947855556E0	3,628547529E1
1,981177778E0	3,694408030E1
2,014500000E0	3,754175844E1
2,047822222E0	3,807173683E1
2,081044444E0	3,851883881E1
2,114266667E0	3,889481124E1
2,147688889E0	3,921025209E1
2,181011111E0	3,947794077E1
2,214333333E0	3,964527052E1
2,247655556E0	3,973688845E1
2,280977778E0	3,973814830E1
2,314300000E0	3,967296347E1
2,347622222E0	3,953394719E1
2,380944444E0	3,933316644E1
2,414266667E0	3,905617271E1
2,447588889E0	3,871293133E1
2,480911111E0	3,827631066E1
2,514233333E0	3,777890903E1
2,547555556E0	3,721777635E1
2,580877778E0	3,659776989E1
