t,x
0,000000000E0,9,537028519E-2
6,666666667E-2,9,932069425E-2
1,000000000E-1,1,609238788E-1
1,333333333E-1,3,344068432E-1
1,666666667E-1,6,163290001E-1
2,000000000E-1,9,690593034E-1
2,333333333E-1,1,424494680E0
2,666666667E-1,1,960189265E0
3,000000000E-1,2,582116575E0
3,333333333E-1,3,282851327E0
3,666666667E-1,4,004668402E0
4,000000000E-1,4,925531854E0
