0,000000000E0 5,928327827E0 1,118289274E1
0,000000001E0	5,947410236E0	1,126981401E1
3,333333333E-2	7,073207055E0	1,072788552E1
6,666666667E-2	8,776108169E0	9,979433420E0
1,000000000E-1	1,062953637E1	9,222907747E0
1,333333333E-1	1,285677649E1	8,231644628E0
1,666666667E-1	1,542771131E1	7,324861132E0
2,000000000E-1	1,797415802E1	6,452414086E0
2,333333333E-1	2,091795838E1	5,558277100E0
2,666666667E-1	2,400701378E1	4,682458191E0
3,000000000E-1	2,725195587E1	4,110613023E0
3,333333333E-1	3,071564745E1	3,521284505E0
3,666666667E-1	3,443876682E1	3,047966422E0
4,000000000E-1	3,781209792E1	2,703761341E0
4,333333333E-1	4,175002146E1	2,491090465E0
4,666666667E-1	4,567547710E1	2,307938892E0
5,000000000E-1	4,935727700E1	2,223648179E0
5,333333333E-1	5,283718355E1	2,159321849E0
5,666666667E-1	5,676357783E1	2,866785749E0
6,000000000E-1	6,019160515E1	3,614704775E0
6,333333333E-1	6,307479386E1	4,060251403E0
6,666666667E-1	6,635151955E1	4,722873728E0
7,000000000E-1	6,951732003E1	5,397303750E0
7,333333333E-1	7,258180142E1	6,123622092E0
7,666666667E-1	7,539836777E1	6,641028476E0
8,000000000E-1	7,768298818E1	7,099768874E0
8,333333333E-1	8,011489894E1	7,652792218E0
8,666666667E-1	8,241185648E1	8,207938128E0
9,000000000E-1	8,430128857E1	8,633940538E0
9,333333333E-1	8,624928594E1	9,040172739E0
9,666666667E-1	8,805277780E1	9,406275629E0
1,000000000E0	8,957728248E1	9,789517536E0
1,033333333E0	9,120723056E1	1,016343835E1
1,066666667E0	9,264585573E1	1,044159019E1
1,100000000E0	9,376206206E1	1,072124121E1
1,133333333E0	9,469282559E1	1,090911941E1
1,166666667E0	9,560715071E1	1,110355934E1
1,200000000E0	9,639093426E1	1,123383092E1
1,233333333E0	9,689399211E1	1,129680136E1
1,266666667E0	9,736049161E1	1,135642098E1
1,300000000E0	9,769045545E1	1,145899373E1
1,333333333E0	9,784237865E1	1,145645997E1
1,366666667E0	9,786408189E1	1,144888061E1
1,400000000E0	9,775311195E1	1,140024361E1
1,433333333E0	9,744440659E1	1,130850717E1
1,466666667E0	9,696565120E1	1,116421076E1
1,500000000E0	9,642144966E1	1,102699159E1
1,533333333E0	9,559383976E1	1,083314549E1
1,566666667E0	9,467497789E1	1,057272091E1
1,600000000E0	9,373857047E1	1,032413956E1
1,633333333E0	9,253424819E1	1,001120344E1
1,666666667E0	9,109795521E1	9,610143090E0
1,700000000E0	8,946526121E1	9,165235878E0
1,733333333E0	8,796004926E1	8,821974735E0
1,766666667E0	8,600291279E1	8,369173729E0
1,800000000E0	8,397931852E1	7,842467816E0
1,833333333E0	8,206392964E1	7,329619094E0
1,866666667E0	7,964352556E1	6,720773490E0
1,900000000E0	7,718687672E1	6,115458216E0
1,933333333E0	7,443576671E1	5,490200440E0
1,966666667E0	7,182853017E1	4,972831818E0
2,000000000E0	6,867841876E1	4,217115727E0
2,033333333E0	6,545609069E1	3,441685189E0
2,066666667E0	6,203601120E1	2,712654246E0
2,100000000E0	5,884999640E1	2,013432078E0
2,133333333E0	5,502008317E1	9,655682738E-1
2,166666667E0	5,132067693E1	1,062792313E0
2,200000000E0	4,779546902E1	1,142512868E0
2,233333333E0	4,402549644E1	1,159845520E0
2,266666667E0	3,997081210E1	1,161563097E0
2,300000000E0	3,612874434E1	1,232984983E0
2,333333333E0	3,268823568E1	1,343436874E0
2,366666667E0	2,896556006E1	1,691752832E0
2,400000000E0	2,538110888E1	2,126284807E0
2,433333333E0	2,237464475E1	2,647072765E0
2,466666667E0	1,905782857E1	3,372351067E0
2,500000000E0	1,600831337E1	4,175301048E0
2,533333333E0	1,324400694E1	4,948062581E0
2,566666667E0	1,109158792E1	5,666868525E0
2,600000000E0	8,859311605E0	6,400665049E0
2,633333333E0	6,801533956E0	7,037922722E0
2,666666667E0	5,189457905E0	7,633392786E0
2,700000000E0	3,881734234E0	8,005756129E0
2,733333333E0	2,887212473E0	8,372906565E0
2,766666667E0	2,057335010E0	8,591071074E0
2,800000000E0	2,003194055E0	8,686462866E0
2,833333333E0	2,228304432E0	8,431549301E0
