0,000000000E0	-2,299760537E1	-1,400456552E1
1,668333333E-2	-2,297749960E1	-1,420215130E1
3,336666667E-2	-2,293281731E1	-1,444638213E1
5,005000000E-2	-2,295071603E1	-1,478932197E1
6,673333333E-2	-2,291158185E1	-1,521464935E1
8,341666667E-2	-2,285816982E1	-1,565643637E1
1,001000000E-1	-2,278367903E1	-1,618381091E1
1,167833333E-1	-2,263787898E1	-1,677230243E1
1,334666667E-1	-2,246730557E1	-1,740047751E1
1,501500000E-1	-2,230786070E1	-1,813546897E1
1,668333333E-1	-2,203563961E1	-1,883437797E1
1,835166667E-1	-2,174974301E1	-1,966371450E1
2,002000000E-1	-2,138195533E1	-2,053917872E1
2,168833333E-1	-2,090351430E1	-2,141148435E1
2,335666667E-1	-2,033411847E1	-2,225962435E1
2,502500000E-1	-1,969970388E1	-2,313756215E1
2,669333333E-1	-1,895326671E1	-2,402876004E1
2,836166667E-1	-1,809838378E1	-2,487990656E1
3,003000000E-1	-1,717956013E1	-2,568752983E1
3,169833333E-1	-1,611234645E1	-2,642921240E1
3,336666667E-1	-1,496655780E1	-2,712089795E1
3,503500000E-1	-1,379122977E1	-2,771076921E1
3,670333333E-1	-1,252228586E1	-2,820644152E1
3,837166667E-1	-1,119406652E1	-2,857741336E1
4,004000000E-1	-9,804481243E0	-2,884434311E1
4,170833333E-1	-8,433003076E0	-2,896425397E1
4,337666667E-1	-7,012832547E0	-2,895516558E1
4,504500000E-1	-5,655885713E0	-2,887357441E1
4,671333333E-1	-4,283074592E0	-2,861157301E1
4,838166667E-1	-2,956829487E0	-2,825403531E1
5,005000000E-1	-1,725931274E0	-2,780693093E1
5,171833333E-1	-5,988590963E-1	-2,728274196E1
5,338666667E-1	4,515851028E-1	-2,666813516E1
5,505500000E-1	1,520381722E0	-2,595075031E1
5,672333333E-1	2,453337626E0	-2,518554304E1
5,839166667E-1	3,287466694E0	-2,435184999E1
6,006000000E-1	4,011343187E0	-2,354205092E1
6,172833333E-1	4,675152386E0	-2,271079073E1
6,339666667E-1	5,263736927E0	-2,187666782E1
6,506500000E-1	5,709521739E0	-2,097388367E1
6,673333333E-1	6,151066178E0	-2,025137802E1
6,840166667E-1	6,472128822E0	-1,954402087E1
7,007000000E-1	6,723271641E0	-1,883568911E1
7,173833333E-1	6,941641367E0	-1,816579306E1
7,340666667E-1	7,100521572E0	-1,756852126E1
7,507500000E-1	7,242510490E0	-1,699779925E1
7,674333333E-1	7,351653476E0	-1,650588433E1
7,841166667E-1	7,433180597E0	-1,604521478E1
8,008000000E-1	7,475822230E0	-1,568859968E1
8,174833333E-1	7,468292741E0	-1,539478294E1
8,341666667E-1	7,459076103E0	-1,516762325E1
8,508500000E-1	7,477979321E0	-1,498288253E1
8,675333333E-1	7,516977590E0	-1,487827553E1
8,842166667E-1	7,514965574E0	-1,484170874E1
9,009000000E-1	7,513824049E0	-1,487241981E1
9,175833333E-1	7,497905211E0	-1,496512203E1
9,342666667E-1	7,515852745E0	-1,509793399E1
9,509500000E-1	7,465113786E0	-1,531334598E1
9,676333333E-1	7,444236966E0	-1,560536342E1
9,843166667E-1	7,372228265E0	-1,597878452E1
1,001000000E0	7,314697602E0	-1,640381470E1
1,017683333E0	7,190370706E0	-1,687374474E1
