masa_A
t	x	y
9,009000000E0	-9,047173828E0	-3,933204430E1
9,025683333E0	-8,012532952E0	-3,937509844E1
9,042366667E0	-6,939129800E0	-3,935430287E1
9,059050000E0	-5,883066978E0	-3,927604009E1
9,075733333E0	-4,842987942E0	-3,915013032E1
9,092416667E0	-3,862543635E0	-3,892319154E1
9,109100000E0	-2,916768809E0	-3,864243135E1
9,125783333E0	-1,996799061E0	-3,833651806E1
9,142466667E0	-1,164693717E0	-3,796793704E1
9,159150000E0	-3,580562796E-1	-3,760853856E1
9,175833333E0	4,226782592E-1	-3,717659662E1
9,192516667E0	1,152826031E0	-3,671959811E1
9,209200000E0	1,838305870E0	-3,624010149E1
9,225883333E0	2,450665231E0	-3,575091580E1
9,242566667E0	2,999556753E0	-3,527727720E1
9,259250000E0	3,496480966E0	-3,478911172E1
9,275933333E0	3,937257478E0	-3,431994851E1
9,292616667E0	4,320156201E0	-3,388193391E1
9,309300000E0	4,661983250E0	-3,346211375E1
9,325983333E0	4,986893834E0	-3,307755265E1
9,342666667E0	5,205129871E0	-3,272534960E1
9,359350000E0	5,419578839E0	-3,241435588E1
9,376033333E0	5,610665427E0	-3,215820308E1
9,392716667E0	5,732039435E0	-3,196143618E1
9,409400000E0	5,788769852E0	-3,182904188E1
9,426083333E0	5,850173376E0	-3,172953573E1
9,442766667E0	5,869236626E0	-3,169979598E1
9,459450000E0	5,858127932E0	-3,171181282E1
9,476133333E0	5,839180556E0	-3,178433928E1
9,492816667E0	5,765107248E0	-3,189033869E1
9,509500000E0	5,641016038E0	-3,207454777E1
9,526183333E0	5,457923939E0	-3,229122438E1
9,542866667E0	5,300740213E0	-3,258601173E1
9,559550000E0	5,088709596E0	-3,289230767E1
9,576233333E0	4,819544995E0	-3,323526813E1
9,592916667E0	4,518134331E0	-3,363955068E1
9,609600000E0	4,158907257E0	-3,406229444E1
9,626283333E0	3,717965444E0	-3,452665365E1
9,642966667E0	3,233171134E0	-3,498068994E1
9,659650000E0	2,706581228E0	-3,548278878E1
9,676333333E0	2,128108093E0	-3,596097173E1
9,693016667E0	1,479213299E0	-3,644967782E1
9,709700000E0	7,608074671E-1	-3,692822345E1
9,726383333E0	5,556015833E-2	-3,737679731E1
9,743066667E0	-7,966052353E-1	-3,780061601E1
9,759750000E0	-1,650668308E0	-3,819022523E1
9,776433333E0	-2,545241060E0	-3,854464802E1
9,793116667E0	-3,524444102E0	-3,881992114E1
9,809800000E0	-4,516900584E0	-3,904596409E1
9,826483333E0	-5,511788326E0	-3,922193381E1
9,843166667E0	-6,527142444E0	-3,933906280E1
9,859850000E0	-7,582456457E0	-3,934674248E1
9,876533333E0	-8,599685809E0	-3,933826182E1
9,893216667E0	-9,644059427E0	-3,921447493E1
9,909900000E0	-1,064385164E1	-3,901735584E1
9,926583333E0	-1,160885950E1	-3,880354544E1
9,943266667E0	-1,252773994E1	-3,855878937E1
9,959950000E0	-1,336783478E1	-3,822389266E1
9,976633333E0	-1,423726128E1	-3,787878668E1
9,993316667E0	-1,497808255E1	-3,752752791E1
1,001000000E1	-1,566810224E1	-3,712032615E1
1,002668333E1	-1,635705863E1	-3,667311876E1
1,004336667E1	-1,701791673E1	-3,622665448E1
1,006005000E1	-1,764211583E1	-3,574123952E1
1,007673333E1	-1,816103267E1	-3,527041149E1
1,009341667E1	-1,865077994E1	-3,486333160E1
1,011010000E1	-1,904290150E1	-3,441845125E1
1,012678333E1	-1,941854811E1	-3,401015698E1
1,014346667E1	-1,973987358E1	-3,363049524E1
1,016015000E1	-2,000914492E1	-3,329832942E1
1,017683333E1	-2,025225203E1	-3,299702652E1
1,019351667E1	-2,042512476E1	-3,274660634E1
1,021020000E1	-2,058084040E1	-3,254048606E1
1,022688333E1	-2,071707396E1	-3,237722050E1
1,024356667E1	-2,077706494E1	-3,230425054E1
1,026025000E1	-2,081619929E1	-3,223214345E1
1,027693333E1	-2,082810477E1	-3,219703966E1
1,029361667E1	-2,080176468E1	-3,223353282E1
1,031030000E1	-2,073196996E1	-3,230544503E1
1,032698333E1	-2,062094710E1	-3,244676934E1
1,034366667E1	-2,049831104E1	-3,262521738E1
1,036035000E1	-2,035136845E1	-3,291194323E1
1,037703333E1	-2,013134829E1	-3,316429386E1
1,039371667E1	-1,991370861E1	-3,352235837E1
1,041040000E1	-1,960039653E1	-3,385952272E1
1,042708333E1	-1,926289821E1	-3,426627820E1
1,044376667E1	-1,885146575E1	-3,467505394E1
1,046045000E1	-1,841564749E1	-3,510351404E1
1,047713333E1	-1,788560138E1	-3,550466049E1
