masa_A
t	x	y
6,673333333E-1	3,797618537E0	-2,093102881E1
6,840166667E-1	4,535048266E0	-2,006849824E1
7,007000000E-1	5,187608067E0	-1,922055536E1
7,173833333E-1	5,763603906E0	-1,838051110E1
7,340666667E-1	6,219743273E0	-1,754748819E1
7,507500000E-1	6,624915618E0	-1,676292638E1
7,674333333E-1	6,932837516E0	-1,599308154E1
7,841166667E-1	7,199168871E0	-1,528054851E1
8,008000000E-1	7,423262960E0	-1,464304416E1
8,174833333E-1	7,601237489E0	-1,403851000E1
8,341666667E-1	7,733748425E0	-1,349522562E1
8,508500000E-1	7,844469316E0	-1,300729055E1
8,675333333E-1	7,900723288E0	-1,255126984E1
8,842166667E-1	7,966175382E0	-1,217946723E1
9,009000000E-1	7,984163795E0	-1,187396155E1
9,175833333E-1	7,992338496E0	-1,164498284E1
9,342666667E-1	7,995548869E0	-1,145558906E1
9,509500000E-1	7,994197221E0	-1,134686051E1
9,676333333E-1	7,996654668E0	-1,132001659E1
9,843166667E-1	7,985601689E0	-1,133477617E1
1,001000000E0	7,984812073E0	-1,142363099E1
1,017683333E0	7,976943619E0	-1,155916958E1
1,034366667E0	7,959508897E0	-1,178804678E1
1,051050000E0	7,918351568E0	-1,207612628E1
1,067733333E0	7,870922019E0	-1,242555492E1
1,084416667E0	7,809358909E0	-1,282114762E1
1,101100000E0	7,733872177E0	-1,331577477E1
1,117783333E0	7,631455259E0	-1,384724399E1
1,134466667E0	7,475950101E0	-1,444162624E1
1,151150000E0	7,278791356E0	-1,511615114E1
1,167833333E0	7,012269691E0	-1,583601236E1
1,184516667E0	6,706168047E0	-1,657617791E1
1,201200000E0	6,334057213E0	-1,737401711E1
1,217883333E0	5,856783121E0	-1,820181728E1
1,234566667E0	5,329986779E0	-1,902658385E1
1,251250000E0	4,725851514E0	-1,988352207E1
1,267933333E0	4,025152427E0	-2,072160318E1
1,284616667E0	3,204603934E0	-2,157156883E1
1,301300000E0	2,306198757E0	-2,236737220E1
1,317983333E0	1,318018471E0	-2,310006839E1
1,334666667E0	2,898741328E-1	-2,377418413E1
1,351350000E0	-9,149223940E-1	-2,441460118E1
1,368033333E0	-2,145184962E0	-2,492993907E1
1,384716667E0	-3,425994313E0	-2,535300778E1
1,401400000E0	-4,759158632E0	-2,570086855E1
1,418083333E0	-6,120306020E0	-2,586700847E1
1,434766667E0	-7,535377134E0	-2,595408509E1
1,451450000E0	-8,884928713E0	-2,593351494E1
1,468133333E0	-1,023846967E1	-2,579469853E1
1,484816667E0	-1,159983226E1	-2,548164722E1
1,501500000E0	-1,284969157E1	-2,513188472E1
1,518183333E0	-1,403979527E1	-2,468010966E1
1,534866667E0	-1,517671890E1	-2,411879899E1
1,551550000E0	-1,623658964E1	-2,351100349E1
1,568233333E0	-1,717565682E1	-2,287132726E1
1,584916667E0	-1,802599543E1	-2,218796321E1
1,601600000E0	-1,886094298E1	-2,143751355E1
1,618283333E0	-1,963849459E1	-2,067127476E1
1,634966667E0	-2,031050654E1	-1,983661960E1
1,651650000E0	-2,090672368E1	-1,904798507E1
1,668333333E0	-2,138523101E1	-1,826562701E1
1,685016667E0	-2,179903511E1	-1,752334368E1
1,701700000E0	-2,218614409E1	-1,681105373E1
1,718383333E0	-2,249436438E1	-1,614562629E1
1,735066667E0	-2,272976837E1	-1,549122559E1
1,751750000E0	-2,293695307E1	-1,493402658E1
1,768433333E0	-2,309991519E1	-1,438345975E1
1,785116667E0	-2,318962348E1	-1,392899782E1
1,801800000E0	-2,330324430E1	-1,353429193E1
1,818483333E0	-2,338936152E1	-1,319197166E1
1,835166667E0	-2,342610861E1	-1,289325123E1
1,851850000E0	-2,343273153E1	-1,265580507E1
1,868533333E0	-2,349477454E1	-1,253827710E1
1,885216667E0	-2,350327633E1	-1,244844277E1
1,901900000E0	-2,350645394E1	-1,244523581E1
1,918583333E0	-2,348617653E1	-1,248088933E1
1,935266667E0	-2,345561702E1	-1,258127825E1
1,951950000E0	-2,341371500E1	-1,277130576E1
1,968633333E0	-2,338496887E1	-1,304520684E1
1,985316667E0	-2,332978622E1	-1,337200526E1
2,002000000E0	-2,320596514E1	-1,373145094E1
2,018683333E0	-2,309969419E1	-1,417058627E1
2,035366667E0	-2,296131513E1	-1,471922486E1
2,052050000E0	-2,276422017E1	-1,528136427E1
2,068733333E0	-2,252261357E1	-1,589213882E1
2,085416667E0	-2,223787662E1	-1,655793618E1
2,102100000E0	-2,189134429E1	-1,724282046E1
2,118783333E0	-2,145238649E1	-1,797449122E1
2,135466667E0	-2,098544322E1	-1,877242767E1
2,152150000E0	-2,042512573E1	-1,956221407E1
2,168833333E0	-1,978642641E1	-2,034514303E1
2,185516667E0	-1,909287498E1	-2,114019857E1
2,202200000E0	-1,831070199E1	-2,190561104E1
2,218883333E0	-1,736648204E1	-2,264366390E1
2,235566667E0	-1,639167184E1	-2,334920673E1
2,252250000E0	-1,533720206E1	-2,398749196E1
2,268933333E0	-1,418893737E1	-2,457878445E1
2,285616667E0	-1,304776850E1	-2,503107169E1
2,302300000E0	-1,179749824E1	-2,542582139E1
2,318983333E0	-1,052848734E1	-2,570779932E1
2,335666667E0	-9,219892313E0	-2,588406973E1
2,352350000E0	-7,875636414E0	-2,591597300E1
2,369033333E0	-6,589059993E0	-2,589986078E1
2,385716667E0	-5,279449477E0	-2,578617113E1
2,402400000E0	-4,029894191E0	-2,549167977E1
2,419083333E0	-2,821479485E0	-2,517095698E1
2,435766667E0	-1,656645998E0	-2,474431331E1
2,452450000E0	-5,980915789E-1	-2,426103272E1
2,469133333E0	4,571903328E-1	-2,364766681E1
2,485816667E0	1,439051769E0	-2,301572361E1
2,502500000E0	2,337318793E0	-2,230974118E1
2,519183333E0	3,178594384E0	-2,158381616E1
2,535866667E0	3,908996954E0	-2,082420106E1
2,552550000E0	4,590688253E0	-2,006710403E1
2,569233333E0	5,153505722E0	-1,931831644E1
2,585916667E0	5,634601712E0	-1,858653096E1
2,602600000E0	6,060465344E0	-1,787295107E1
2,619283333E0	6,431734764E0	-1,720758790E1
2,635966667E0	6,718767157E0	-1,656419322E1
2,652650000E0	6,972589762E0	-1,596530951E1
2,669333333E0	7,164764450E0	-1,544383260E1
2,686016667E0	7,324078273E0	-1,493910498E1
2,702700000E0	7,448265573E0	-1,449292486E1
2,719383333E0	7,559566645E0	-1,409495239E1
2,736066667E0	7,620379490E0	-1,376116635E1
2,752750000E0	7,700392790E0	-1,351494164E1
2,769433333E0	7,731327810E0	-1,331470242E1
2,786116667E0	7,748825122E0	-1,320462999E1
2,802800000E0	7,753209855E0	-1,311913976E1
2,819483333E0	7,739653357E0	-1,311950269E1
2,836166667E0	7,719952197E0	-1,318045664E1
2,852850000E0	7,695007979E0	-1,331529401E1
2,869533333E0	7,639139492E0	-1,351850999E1
2,886216667E0	7,603012258E0	-1,376544980E1
2,902900000E0	7,524855536E0	-1,407032364E1
2,919583333E0	7,393567143E0	-1,447215720E1
2,936266667E0	7,271512580E0	-1,489547095E1
2,952950000E0	7,122061148E0	-1,541725787E1
2,969633333E0	6,917280788E0	-1,595520804E1
2,986316667E0	6,676942249E0	-1,653884783E1
3,003000000E0	6,358716798E0	-1,721233441E1
3,019683333E0	5,967895465E0	-1,788188364E1
3,036366667E0	5,544992817E0	-1,859867550E1
3,053050000E0	5,054136518E0	-1,934453547E1
3,069733333E0	4,483173329E0	-2,007084556E1
3,086416667E0	3,839371407E0	-2,084434862E1
3,103100000E0	3,111218977E0	-2,159749662E1
3,119783333E0	2,269400872E0	-2,233287116E1
3,136466667E0	1,356297260E0	-2,301726476E1
3,153150000E0	3,965039212E-1	-2,364935194E1
3,169833333E0	-6,396494291E-1	-2,423130099E1
3,186516667E0	-1,741275451E0	-2,474273011E1
3,203200000E0	-2,941555052E0	-2,521142073E1
3,219883333E0	-4,144468976E0	-2,553910192E1
3,236566667E0	-5,404983479E0	-2,577199764E1
3,253250000E0	-6,704921630E0	-2,594686009E1
3,269933333E0	-7,993341354E0	-2,600785600E1
3,286616667E0	-9,253630380E0	-2,593784661E1
3,303300000E0	-1,056213047E1	-2,576511179E1
3,319983333E0	-1,172875367E1	-2,552831655E1
3,336666667E0	-1,294583037E1	-2,518195236E1
3,353350000E0	-1,405308241E1	-2,478503362E1
3,370033333E0	-1,509809901E1	-2,425090655E1
3,386716667E0	-1,607235649E1	-2,372973235E1
3,403400000E0	-1,695809506E1	-2,312128725E1
3,420083333E0	-1,780983087E1	-2,248241539E1
3,436766667E0	-1,859482491E1	-2,182474226E1
3,453450000E0	-1,931132065E1	-2,114920556E1
3,470133333E0	-1,995718633E1	-2,044171267E1
3,486816667E0	-2,052684243E1	-1,972766877E1
3,503500000E0	-2,102143192E1	-1,905948645E1
3,520183333E0	-2,144433302E1	-1,837006605E1
3,536866667E0	-2,182559714E1	-1,775649380E1
3,553550000E0	-2,213623630E1	-1,715854863E1
3,570233333E0	-2,238404227E1	-1,658811317E1
3,586916667E0	-2,260485842E1	-1,610891623E1
3,603600000E0	-2,279919969E1	-1,566716367E1
3,620283333E0	-2,293948656E1	-1,527497390E1
3,636966667E0	-2,304928062E1	-1,494796801E1
3,653650000E0	-2,315108616E1	-1,470704032E1
3,670333333E0	-2,317351729E1	-1,446788220E1
3,687016667E0	-2,325050902E1	-1,432948916E1
3,703700000E0	-2,325137057E1	-1,423512498E1
3,720383333E0	-2,326891141E1	-1,421653070E1
3,737066667E0	-2,323216489E1	-1,426530647E1
3,753750000E0	-2,321558914E1	-1,433816173E1
3,770433333E0	-2,317683741E1	-1,451545113E1
3,787116667E0	-2,306074675E1	-1,474862183E1
3,803800000E0	-2,297429374E1	-1,504505588E1
3,820483333E0	-2,284905274E1	-1,539688852E1
3,837166667E0	-2,268409563E1	-1,579994614E1
3,853850000E0	-2,251491654E1	-1,626891429E1
3,870533333E0	-2,226764973E1	-1,680336097E1
3,887216667E0	-2,200504047E1	-1,737159949E1
3,903900000E0	-2,168220852E1	-1,797236146E1
3,920583333E0	-2,128011839E1	-1,860271314E1
3,937266667E0	-2,082451847E1	-1,930419385E1
3,953950000E0	-2,032276608E1	-1,993995867E1
3,970633333E0	-1,974300331E1	-2,065335695E1
3,987316667E0	-1,905853725E1	-2,139010853E1
4,004000000E0	-1,834406091E1	-2,206322981E1
4,020683333E0	-1,753962651E1	-2,273867345E1
4,037366667E0	-1,665120234E1	-2,332847687E1
4,054050000E0	-1,569242967E1	-2,391746415E1
4,070733333E0	-1,464123154E1	-2,444728448E1
4,087416667E0	-1,357874417E1	-2,490403539E1
4,104100000E0	-1,244768866E1	-2,531280264E1
4,120783333E0	-1,126048399E1	-2,559852684E1
4,137466667E0	-1,003260602E1	-2,584144998E1
4,154150000E0	-8,767427734E0	-2,594455427E1
4,170833333E0	-7,571270496E0	-2,594749548E1
4,187516667E0	-6,340972072E0	-2,588794607E1
4,204200000E0	-5,121028116E0	-2,571223030E1
4,220883333E0	-3,913630949E0	-2,548159044E1
4,237566667E0	-2,813366999E0	-2,516770159E1
4,254250000E0	-1,747550243E0	-2,473867105E1
4,270933333E0	-7,655836250E-1	-2,424455447E1
4,287616667E0	1,834244566E-1	-2,371928943E1
4,304300000E0	1,076133625E0	-2,316349831E1
4,320983333E0	1,919305503E0	-2,254420744E1
4,337666667E0	2,727561015E0	-2,188220930E1
4,354350000E0	3,429211709E0	-2,120384433E1
4,371033333E0	4,043962083E0	-2,051114283E1
4,387716667E0	4,585817885E0	-1,985814154E1
4,404400000E0	5,060866921E0	-1,919729467E1
4,421083333E0	5,463363716E0	-1,858615984E1
4,437766667E0	5,814260260E0	-1,799557893E1
4,454450000E0	6,134152299E0	-1,742810690E1
4,471133333E0	6,366520607E0	-1,690268299E1
4,487816667E0	6,567214073E0	-1,642030580E1
4,504500000E0	6,745343159E0	-1,602492414E1
4,521183333E0	6,873419209E0	-1,567851350E1
4,537866667E0	6,961746427E0	-1,537116496E1
4,554550000E0	7,028436736E0	-1,511168508E1
4,571233333E0	7,098646934E0	-1,491335544E1
4,587916667E0	7,137386040E0	-1,478285516E1
4,604600000E0	7,166059777E0	-1,470934766E1
4,621283333E0	7,132733430E0	-1,470427935E1
4,637966667E0	7,122235159E0	-1,477533720E1
4,654650000E0	7,106905415E0	-1,490453920E1
4,671333333E0	7,025837289E0	-1,507334681E1
4,688016667E0	6,931945729E0	-1,532659411E1
4,704700000E0	6,830773481E0	-1,562579997E1
4,721383333E0	6,688611766E0	-1,597178612E1
4,738066667E0	6,521892841E0	-1,638649090E1
4,754750000E0	6,322635029E0	-1,682619308E1
4,771433333E0	6,071450804E0	-1,733681290E1
4,788116667E0	5,779260947E0	-1,791925644E1
4,804800000E0	5,449063449E0	-1,849682616E1
4,821483333E0	5,022619120E0	-1,911645383E1
4,838166667E0	4,565578973E0	-1,977205507E1
4,854850000E0	4,032936334E0	-2,044000063E1
4,871533333E0	3,422975161E0	-2,109648689E1
4,888216667E0	2,759939567E0	-2,176071523E1
4,904900000E0	2,001452852E0	-2,241078821E1
4,921583333E0	1,174082441E0	-2,307409247E1
4,938266667E0	2,965614672E-1	-2,364786886E1
4,954950000E0	-6,704469229E-1	-2,420346900E1
4,971633333E0	-1,687970436E0	-2,470618441E1
4,988316667E0	-2,734674648E0	-2,512436723E1
5,005000000E0	-3,832771951E0	-2,548732388E1
5,021683333E0	-5,020822996E0	-2,576856237E1
5,038366667E0	-6,171112710E0	-2,592787418E1
5,055050000E0	-7,391745642E0	-2,601582047E1
5,071733333E0	-8,580822144E0	-2,602311155E1
5,088416667E0	-9,783874047E0	-2,596175402E1
5,105100000E0	-1,095538108E1	-2,576686370E1
5,121783333E0	-1,211377941E1	-2,550305767E1
5,138466667E0	-1,318778451E1	-2,517566506E1
5,155150000E0	-1,420824028E1	-2,476398419E1
5,171833333E0	-1,518528536E1	-2,432886346E1
5,188516667E0	-1,610616364E1	-2,382506201E1
5,205200000E0	-1,693505791E1	-2,329069178E1
5,221883333E0	-1,772215953E1	-2,271744386E1
5,238566667E0	-1,848258504E1	-2,208130790E1
5,255250000E0	-1,915669102E1	-2,145944071E1
5,271933333E0	-1,977039467E1	-2,083149800E1
5,288616667E0	-2,030729429E1	-2,018681195E1
5,305300000E0	-2,076699349E1	-1,961529487E1
5,321983333E0	-2,117850348E1	-1,903018276E1
5,338666667E0	-2,153749098E1	-1,846404349E1
5,355350000E0	-2,181618188E1	-1,796302094E1
5,372033333E0	-2,208439418E1	-1,747121221E1
5,388716667E0	-2,229384952E1	-1,704769431E1
5,405400000E0	-2,247736801E1	-1,668512121E1
5,422083333E0	-2,263399817E1	-1,636414052E1
5,438766667E0	-2,269724133E1	-1,609303155E1
5,455450000E0	-2,279874562E1	-1,590096826E1
5,472133333E0	-2,284878116E1	-1,575824191E1
5,488816667E0	-2,287078108E1	-1,567218498E1
5,505500000E0	-2,288538333E1	-1,567519338E1
5,522183333E0	-2,288058139E1	-1,570622936E1
5,538866667E0	-2,286737222E1	-1,577681307E1
5,555550000E0	-2,280313231E1	-1,591718932E1
5,572233333E0	-2,269927301E1	-1,611304828E1
5,588916667E0	-2,259711673E1	-1,639000131E1
5,605600000E0	-2,243188908E1	-1,671328671E1
5,622283333E0	-2,225825620E1	-1,708504026E1
5,638966667E0	-2,202971250E1	-1,754225338E1
5,655650000E0	-2,177205934E1	-1,798809897E1
5,672333333E0	-2,149237879E1	-1,853531557E1
5,689016667E0	-2,109811965E1	-1,906717504E1
5,705700000E0	-2,066415890E1	-1,965246081E1
5,722383333E0	-2,021361057E1	-2,023930250E1
5,739066667E0	-1,965661171E1	-2,089843642E1
5,755750000E0	-1,907145836E1	-2,147017259E1
5,772433333E0	-1,839730954E1	-2,210422698E1
5,789116667E0	-1,764719988E1	-2,272697564E1
5,805800000E0	-1,681969821E1	-2,330302628E1
5,822483333E0	-1,595976844E1	-2,383460358E1
5,839166667E0	-1,499880518E1	-2,438696346E1
5,855850000E0	-1,401713761E1	-2,483950958E1
5,872533333E0	-1,293113213E1	-2,520064896E1
5,889216667E0	-1,188112680E1	-2,553543995E1
5,905900000E0	-1,076003056E1	-2,577369994E1
5,922583333E0	-9,610302438E0	-2,596061308E1
5,939266667E0	-8,450206318E0	-2,603938835E1
5,955950000E0	-7,282916219E0	-2,603860067E1
5,972633333E0	-6,129125676E0	-2,597484819E1
5,989316667E0	-4,995964221E0	-2,578452304E1
6,006000000E0	-3,881472389E0	-2,556226821E1
6,022683333E0	-2,809978097E0	-2,520377702E1
6,039366667E0	-1,834870404E0	-2,484042561E1
6,056050000E0	-8,646325352E-1	-2,440455216E1
6,072733333E0	1,858320767E-2	-2,389661556E1
6,089416667E0	8,291109549E-1	-2,339904443E1
6,106100000E0	1,637760376E0	-2,281698342E1
6,122783333E0	2,369349393E0	-2,222356445E1
6,139466667E0	3,072721188E0	-2,160983620E1
6,156150000E0	3,654069708E0	-2,101375119E1
6,172833333E0	4,196725325E0	-2,041482066E1
6,189516667E0	4,645393328E0	-1,986448945E1
6,206200000E0	5,047266914E0	-1,931113856E1
6,222883333E0	5,413373262E0	-1,876378159E1
6,239566667E0	5,729144911E0	-1,826164571E1
6,256250000E0	5,973780420E0	-1,780918441E1
6,272933333E0	6,171085728E0	-1,739615567E1
6,289616667E0	6,342343962E0	-1,702939255E1
6,306300000E0	6,512022493E0	-1,670582074E1
6,322983333E0	6,611048917E0	-1,645891766E1
6,339666667E0	6,719152904E0	-1,626941375E1
6,356350000E0	6,774123420E0	-1,611776270E1
6,373033333E0	6,814210992E0	-1,602009294E1
6,389716667E0	6,829950083E0	-1,598183528E1
6,406400000E0	6,825293630E0	-1,600739152E1
6,423083333E0	6,759710803E0	-1,607891497E1
6,439766667E0	6,714047690E0	-1,623915974E1
6,456450000E0	6,631463346E0	-1,642952461E1
6,473133333E0	6,517409590E0	-1,668373125E1
6,489816667E0	6,367585893E0	-1,700597957E1
6,506500000E0	6,206376986E0	-1,735500457E1
6,523183333E0	5,971835391E0	-1,775950283E1
6,539866667E0	5,710725641E0	-1,820624727E1
6,556550000E0	5,392077961E0	-1,870369763E1
6,573233333E0	5,043348212E0	-1,923489761E1
6,589916667E0	4,627203059E0	-1,979335656E1
6,606600000E0	4,155614872E0	-2,037252862E1
6,623283333E0	3,639595098E0	-2,096956010E1
6,639966667E0	3,036835145E0	-2,158068151E1
6,656650000E0	2,372591401E0	-2,219129242E1
6,673333333E0	1,652831214E0	-2,279113895E1
6,690016667E0	8,631007252E-1	-2,334764379E1
6,706700000E0	1,782848997E-2	-2,386290386E1
6,723383333E0	-9,124130688E-1	-2,434754343E1
6,740066667E0	-1,891131429E0	-2,480261184E1
6,756750000E0	-2,927030883E0	-2,520086358E1
6,773433333E0	-3,979637383E0	-2,552189422E1
6,790116667E0	-5,083167458E0	-2,575306024E1
6,806800000E0	-6,171821112E0	-2,594685670E1
6,823483333E0	-7,302161038E0	-2,605615860E1
6,840166667E0	-8,458116528E0	-2,604807436E1
6,856850000E0	-9,575407568E0	-2,597587262E1
6,873533333E0	-1,072054073E1	-2,581566465E1
6,890216667E0	-1,178592200E1	-2,558409078E1
6,906900000E0	-1,282875786E1	-2,530907000E1
6,923583333E0	-1,382728439E1	-2,492343616E1
6,940266667E0	-1,476429121E1	-2,451721377E1
6,956950000E0	-1,562843833E1	-2,409271560E1
6,973633333E0	-1,641475825E1	-2,358533749E1
6,990316667E0	-1,721252500E1	-2,310406714E1
7,007000000E0	-1,791241945E1	-2,249969952E1
7,023683333E0	-1,854954003E1	-2,200556429E1
7,040366667E0	-1,914219336E1	-2,142479691E1
7,057050000E0	-1,966691775E1	-2,089642106E1
7,073733333E0	-2,014236534E1	-2,033218927E1
7,090416667E0	-2,053430750E1	-1,983539344E1
7,107100000E0	-2,088615381E1	-1,930514137E1
7,123783333E0	-2,121252570E1	-1,886558821E1
7,140466667E0	-2,148830921E1	-1,845478911E1
7,157150000E0	-2,170489716E1	-1,809521561E1
7,173833333E0	-2,190725694E1	-1,775479657E1
7,190516667E0	-2,204587165E1	-1,746316516E1
7,207200000E0	-2,217609846E1	-1,722864564E1
7,223883333E0	-2,226897423E1	-1,708687325E1
7,240566667E0	-2,229289946E1	-1,694636242E1
7,257250000E0	-2,235510987E1	-1,690825305E1
7,273933333E0	-2,236147503E1	-1,691309256E1
7,290616667E0	-2,232437043E1	-1,694772477E1
7,307300000E0	-2,228885787E1	-1,704204876E1
7,323983333E0	-2,220827432E1	-1,721407388E1
7,340666667E0	-2,206833661E1	-1,740539578E1
7,357350000E0	-2,191361033E1	-1,768859418E1
7,374033333E0	-2,174000181E1	-1,799686584E1
7,390716667E0	-2,153384451E1	-1,836163886E1
7,407400000E0	-2,127794372E1	-1,877581876E1
7,424083333E0	-2,095179955E1	-1,921097436E1
7,440766667E0	-2,061661750E1	-1,970852477E1
7,457450000E0	-2,022204917E1	-2,020037787E1
7,474133333E0	-1,974086006E1	-2,075273518E1
7,490816667E0	-1,925197746E1	-2,127842381E1
7,507500000E0	-1,868378611E1	-2,185230191E1
7,524183333E0	-1,803124509E1	-2,241639077E1
7,540866667E0	-1,734475162E1	-2,295674596E1
7,557550000E0	-1,657640357E1	-2,346933397E1
7,574233333E0	-1,578583289E1	-2,397920572E1
7,590916667E0	-1,490149153E1	-2,445087840E1
7,607600000E0	-1,395841051E1	-2,489005524E1
7,624283333E0	-1,296149985E1	-2,521891518E1
7,640966667E0	-1,194580575E1	-2,554589126E1
7,657650000E0	-1,090087001E1	-2,575911545E1
7,674333333E0	-9,820124036E0	-2,594232352E1
7,691016667E0	-8,716595400E0	-2,606392582E1
7,707700000E0	-7,641777674E0	-2,606808385E1
7,724383333E0	-6,569930555E0	-2,599716306E1
7,741066667E0	-5,482334426E0	-2,587753714E1
7,757750000E0	-4,452513806E0	-2,565094657E1
7,774433333E0	-3,443198372E0	-2,542162916E1
7,791116667E0	-2,489589587E0	-2,509034070E1
7,807800000E0	-1,544902613E0	-2,471474768E1
7,824483333E0	-7,260610816E-1	-2,430635210E1
7,841166667E0	1,000642120E-1	-2,385506069E1
7,857850000E0	8,453516031E-1	-2,336060487E1
7,874533333E0	1,603990706E0	-2,283996665E1
7,891216667E0	2,284553746E0	-2,230554919E1
7,907900000E0	2,876268120E0	-2,178052261E1
7,924583333E0	3,411086381E0	-2,123928982E1
7,941266667E0	3,903996043E0	-2,072835585E1
7,957950000E0	4,322973322E0	-2,022314433E1
7,974633333E0	4,695708026E0	-1,975877456E1
7,991316667E0	5,036822293E0	-1,930262070E1
8,008000000E0	5,320461998E0	-1,889159884E1
8,024683333E0	5,549155654E0	-1,850719455E1
8,041366667E0	5,742792796E0	-1,817416113E1
8,058050000E0	5,893801444E0	-1,788313401E1
8,074733333E0	6,028460212E0	-1,765361553E1
8,091416667E0	6,129526974E0	-1,746503451E1
8,108100000E0	6,187796603E0	-1,734824724E1
8,124783333E0	6,235256184E0	-1,727006937E1
8,141466667E0	6,241662657E0	-1,723502424E1
8,158150000E0	6,234351254E0	-1,724752552E1
8,174833333E0	6,189208504E0	-1,733341288E1
8,191516667E0	6,136836290E0	-1,744852573E1
8,208200000E0	6,029053414E0	-1,765318554E1
8,224883333E0	5,899991042E0	-1,789956323E1
8,241566667E0	5,735409529E0	-1,818504103E1
8,258250000E0	5,526568842E0	-1,850837703E1
8,274933333E0	5,310426981E0	-1,890487430E1
8,291616667E0	5,021434021E0	-1,933796724E1
8,308300000E0	4,690850554E0	-1,977586689E1
8,324983333E0	4,312313100E0	-2,026825669E1
8,341666667E0	3,899203385E0	-2,076319875E1
8,358350000E0	3,396174561E0	-2,127795322E1
8,375033333E0	2,859272515E0	-2,181885235E1
8,391716667E0	2,258771109E0	-2,235994251E1
8,408400000E0	1,599669007E0	-2,288351522E1
8,425083333E0	8,604248602E-1	-2,341780222E1
8,441766667E0	1,044791943E-1	-2,387912657E1
8,458450000E0	-7,593495857E-1	-2,432252565E1
8,475133333E0	-1,655982720E0	-2,475307096E1
8,491816667E0	-2,598900182E0	-2,510587292E1
8,508500000E0	-3,559343440E0	-2,543474001E1
8,525183333E0	-4,561611682E0	-2,570066320E1
8,541866667E0	-5,619606343E0	-2,587879143E1
8,558550000E0	-6,691930802E0	-2,600665322E1
8,575233333E0	-7,764151671E0	-2,608015340E1
8,591916667E0	-8,783168882E0	-2,605264015E1
8,608600000E0	-9,842036042E0	-2,598079029E1
8,625283333E0	-1,087662333E1	-2,579459566E1
8,641966667E0	-1,186880914E1	-2,557508019E1
8,658650000E0	-1,285837366E1	-2,529308326E1
8,675333333E0	-1,375228236E1	-2,498071693E1
8,692016667E0	-1,461125903E1	-2,460146432E1
8,708700000E0	-1,543250427E1	-2,419554226E1
8,725383333E0	-1,613828053E1	-2,378049395E1
8,742066667E0	-1,687877670E1	-2,332348080E1
8,758750000E0	-1,758097094E1	-2,284902355E1
8,775433333E0	-1,819824628E1	-2,231087204E1
8,792116667E0	-1,877276840E1	-2,178603961E1
8,808800000E0	-1,928113670E1	-2,131770582E1
8,825483333E0	-1,972863448E1	-2,084100894E1
8,842166667E0	-2,013538603E1	-2,035502024E1
8,858850000E0	-2,044390743E1	-1,993287198E1
8,875533333E0	-2,075399853E1	-1,952510487E1
8,892216667E0	-2,099785550E1	-1,913749137E1
8,908900000E0	-2,122270396E1	-1,880962274E1
8,925583333E0	-2,140473465E1	-1,854345257E1
8,942266667E0	-2,150471732E1	-1,829926761E1
8,958950000E0	-2,162033351E1	-1,810506670E1
8,975633333E0	-2,170286160E1	-1,796366028E1
8,992316667E0	-2,175255623E1	-1,787177381E1
9,009000000E0	-2,176057683E1	-1,785162201E1
9,025683333E0	-2,172768855E1	-1,786649574E1
