masa_A
t	x	y
2,120451667E1	-2,177404140E1	-2,941024994E1
2,122120000E1	-2,209970533E1	-2,871612857E1
2,123788333E1	-2,239452513E1	-2,803013530E1
2,125456667E1	-2,259748808E1	-2,743766965E1
2,127125000E1	-2,274320274E1	-2,690116319E1
2,128793333E1	-2,284264930E1	-2,640133852E1
2,130461667E1	-2,296430846E1	-2,598524902E1
2,132130000E1	-2,305566467E1	-2,565207400E1
2,133798333E1	-2,310049477E1	-2,535823764E1
2,135466667E1	-2,312271707E1	-2,513848528E1
2,137135000E1	-2,311376981E1	-2,498603291E1
2,138803333E1	-2,312908223E1	-2,492651146E1
2,140471667E1	-2,311745786E1	-2,492679537E1
2,142140000E1	-2,310458818E1	-2,497515111E1
2,143808333E1	-2,309843246E1	-2,512863500E1
2,145476667E1	-2,306595783E1	-2,534445187E1
2,147145000E1	-2,299352208E1	-2,560813563E1
2,148813333E1	-2,293054188E1	-2,598586286E1
2,150481667E1	-2,282680304E1	-2,639347248E1
2,152150000E1	-2,271142363E1	-2,689064130E1
2,153818333E1	-2,255083704E1	-2,741295158E1
2,155486667E1	-2,231551165E1	-2,800966233E1
2,157155000E1	-2,204824196E1	-2,868600487E1
2,158823333E1	-2,169041376E1	-2,942112738E1
2,160491667E1	-2,133594896E1	-3,014534794E1
2,162160000E1	-2,087144891E1	-3,093844324E1
2,163828333E1	-2,031211226E1	-3,173741766E1
2,165496667E1	-1,970793335E1	-3,256423767E1
2,167165000E1	-1,899582133E1	-3,336404246E1
2,168833333E1	-1,818217506E1	-3,417077089E1
2,170501667E1	-1,728098370E1	-3,493056897E1
2,172170000E1	-1,628794213E1	-3,565502446E1
2,173838333E1	-1,525027834E1	-3,632922027E1
2,175506667E1	-1,404993913E1	-3,687013524E1
2,177175000E1	-1,285635663E1	-3,736401960E1
2,178843333E1	-1,159084783E1	-3,774863722E1
2,180511667E1	-1,024992172E1	-3,808929323E1
2,182180000E1	-8,892564356E0	-3,823276912E1
2,183848333E1	-7,553545228E0	-3,826333263E1
2,185516667E1	-6,172679291E0	-3,819376837E1
2,187185000E1	-4,845537519E0	-3,801520476E1
2,188853333E1	-3,595640968E0	-3,771798832E1
2,190521667E1	-2,366604413E0	-3,732203813E1
2,192190000E1	-1,228942585E0	-3,686781506E1
2,193858333E1	-1,132344886E-1	-3,631173515E1
2,195526667E1	9,211605176E-1	-3,568835681E1
2,197195000E1	1,882626782E0	-3,497545572E1
2,198863333E1	2,734996583E0	-3,425787020E1
2,200531667E1	3,530066964E0	-3,348420373E1
2,202200000E1	4,247831416E0	-3,271816307E1
2,203868333E1	4,855176707E0	-3,191824228E1
2,205536667E1	5,387238171E0	-3,116122084E1
2,207205000E1	5,822867002E0	-3,039535125E1
2,208873333E1	6,198316436E0	-2,968569592E1
2,210541667E1	6,516646955E0	-2,902657499E1
2,212210000E1	6,781044834E0	-2,839206643E1
2,213878333E1	6,996566405E0	-2,781307269E1
2,215546667E1	7,148909714E0	-2,735662574E1
2,217215000E1	7,255393824E0	-2,691639889E1
2,218883333E1	7,338864775E0	-2,655490980E1
2,220551667E1	7,418430670E0	-2,621722835E1
2,222220000E1	7,467619276E0	-2,595615581E1
2,223888333E1	7,513027425E0	-2,577200473E1
2,225556667E1	7,523118839E0	-2,565958094E1
2,227225000E1	7,511069362E0	-2,561319345E1
2,228893333E1	7,508283537E0	-2,565210679E1
2,230561667E1	7,476980934E0	-2,575276095E1
2,232230000E1	7,455094012E0	-2,588897449E1
2,233898333E1	7,395894246E0	-2,614231311E1
2,235566667E1	7,315492097E0	-2,644734449E1
2,237235000E1	7,224794545E0	-2,681160580E1
2,238903333E1	7,090743752E0	-2,723235911E1
2,240571667E1	6,931669572E0	-2,774321594E1
2,242240000E1	6,731678590E0	-2,828492851E1
2,243908333E1	6,458773188E0	-2,890853492E1
2,245576667E1	6,161075968E0	-2,955115034E1
2,247245000E1	5,810069741E0	-3,026538790E1
2,248913333E1	5,386120420E0	-3,099208643E1
2,250581667E1	4,881307138E0	-3,175502143E1
2,252250000E1	4,322897209E0	-3,253028118E1
2,253918333E1	3,657707304E0	-3,330431566E1
2,255586667E1	2,908892020E0	-3,405078914E1
2,257255000E1	2,048033489E0	-3,481263376E1
2,258923333E1	1,127066470E0	-3,547701066E1
2,260591667E1	1,635624270E-1	-3,612466901E1
2,262260000E1	-9,835709622E-1	-3,673019472E1
2,263928333E1	-2,126811200E0	-3,722066415E1
2,265596667E1	-3,388850412E0	-3,766976994E1
2,267265000E1	-4,621774774E0	-3,794508993E1
2,268933333E1	-5,908043092E0	-3,819348432E1
2,270601667E1	-7,264307216E0	-3,825897507E1
2,272270000E1	-8,594089256E0	-3,823622829E1
2,273938333E1	-9,911932143E0	-3,810069875E1
2,275606667E1	-1,116971149E1	-3,790673709E1
2,277275000E1	-1,241670866E1	-3,757329853E1
2,278943333E1	-1,355931792E1	-3,717107680E1
2,280611667E1	-1,468621347E1	-3,665706176E1
2,282280000E1	-1,565518414E1	-3,612978468E1
2,283948333E1	-1,656000076E1	-3,555594944E1
2,285616667E1	-1,749073375E1	-3,490080533E1
2,287285000E1	-1,830383854E1	-3,419648120E1
2,288953333E1	-1,906375127E1	-3,347079451E1
2,290621667E1	-1,970752153E1	-3,273927143E1
2,292290000E1	-2,026225807E1	-3,203618784E1
2,293958333E1	-2,075797110E1	-3,133138053E1
2,295626667E1	-2,117785325E1	-3,068085028E1
2,297295000E1	-2,156258992E1	-3,009202373E1
2,298963333E1	-2,183491980E1	-2,949307773E1
2,300631667E1	-2,207996533E1	-2,890809665E1
2,302300000E1	-2,228624175E1	-2,843704320E1
2,303968333E1	-2,241567790E1	-2,797832541E1
2,305636667E1	-2,257888036E1	-2,761408461E1
2,307305000E1	-2,266740752E1	-2,731377199E1
2,308973333E1	-2,273537135E1	-2,703964903E1
2,310641667E1	-2,281637914E1	-2,689307839E1
2,312310000E1	-2,284285940E1	-2,677168229E1
2,313978333E1	-2,284317738E1	-2,672095347E1
2,315646667E1	-2,283832434E1	-2,674330684E1
2,317315000E1	-2,281827119E1	-2,681217953E1
2,318983333E1	-2,279195442E1	-2,700334669E1
2,320651667E1	-2,271197899E1	-2,722953261E1
2,322320000E1	-2,262993294E1	-2,751060109E1
2,323988333E1	-2,249482426E1	-2,785446359E1
2,325656667E1	-2,236273027E1	-2,826762044E1
2,327325000E1	-2,215933909E1	-2,873273009E1
2,328993333E1	-2,191637348E1	-2,928807890E1
2,330661667E1	-2,167010238E1	-2,987753761E1
2,332330000E1	-2,129758738E1	-3,050462829E1
2,333998333E1	-2,089324951E1	-3,120013803E1
2,335666667E1	-2,041184341E1	-3,186300865E1
2,337335000E1	-1,990632995E1	-3,257815419E1
2,339003333E1	-1,927503347E1	-3,328209947E1
2,340671667E1	-1,858006724E1	-3,401449370E1
2,342340000E1	-1,781553597E1	-3,470411049E1
2,344008333E1	-1,692823859E1	-3,538608425E1
2,345676667E1	-1,597889954E1	-3,599153428E1
2,347345000E1	-1,499955582E1	-3,657934103E1
2,349013333E1	-1,390148129E1	-3,711621328E1
2,350681667E1	-1,269809162E1	-3,754186500E1
2,352350000E1	-1,153029718E1	-3,790560531E1
2,354018333E1	-1,028714373E1	-3,813716957E1
2,355686667E1	-9,008117983E0	-3,828228281E1
2,357355000E1	-7,746134092E0	-3,834054408E1
2,359023333E1	-6,480532508E0	-3,828634536E1
2,360691667E1	-5,215114287E0	-3,813571158E1
2,362360000E1	-4,063116032E0	-3,791376215E1
2,364028333E1	-2,865444200E0	-3,758381262E1
2,365696667E1	-1,752864047E0	-3,715189784E1
2,367365000E1	-7,203676846E-1	-3,668736440E1
2,369033333E1	2,194091692E-1	-3,615713457E1
2,370701667E1	1,200889921E0	-3,554478486E1
2,372370000E1	2,061814932E0	-3,490248516E1
2,374038333E1	2,825438945E0	-3,423000487E1
2,375706667E1	3,501851233E0	-3,356426635E1
2,377375000E1	4,132944623E0	-3,286385724E1
2,379043333E1	4,693905323E0	-3,220512806E1
2,380711667E1	5,157252614E0	-3,153044296E1
2,382380000E1	5,573307910E0	-3,090843834E1
2,384048333E1	5,922186878E0	-3,031601404E1
2,385716667E1	6,235062151E0	-2,974730401E1
2,387385000E1	6,463836105E0	-2,924127879E1
2,389053333E1	6,665364464E0	-2,880182513E1
2,390721667E1	6,824189990E0	-2,838286986E1
2,392390000E1	6,937584228E0	-2,804224240E1
2,394058333E1	7,034444640E0	-2,776634183E1
2,395726667E1	7,111762825E0	-2,755173157E1
2,397395000E1	7,138906328E0	-2,740191704E1
2,399063333E1	7,169213966E0	-2,733248536E1
2,400731667E1	7,166154032E0	-2,732052133E1
2,402400000E1	7,137863506E0	-2,734298841E1
2,404068333E1	7,114760091E0	-2,745383619E1
2,405736667E1	7,043132581E0	-2,764942841E1
2,407405000E1	6,957886890E0	-2,786939911E1
2,409073333E1	6,848338868E0	-2,817731451E1
2,410741667E1	6,700668520E0	-2,854195187E1
2,412410000E1	6,531282030E0	-2,898342338E1
2,414078333E1	6,310785237E0	-2,945233698E1
2,415746667E1	6,052985512E0	-2,997993729E1
2,417415000E1	5,731410507E0	-3,055433702E1
2,419083333E1	5,359973936E0	-3,115458611E1
2,420751667E1	4,916511214E0	-3,180016583E1
2,422420000E1	4,387717921E0	-3,246981380E1
2,424088333E1	3,831310147E0	-3,315453725E1
2,425756667E1	3,150210167E0	-3,382708941E1
2,427425000E1	2,437002891E0	-3,452672420E1
2,429093333E1	1,620379311E0	-3,518351537E1
2,430761667E1	7,312710346E-1	-3,580296409E1
2,432430000E1	-1,990511790E-1	-3,639326785E1
2,434098333E1	-1,294365667E0	-3,691151561E1
2,435766667E1	-2,361291831E0	-3,735086274E1
2,437435000E1	-3,500769079E0	-3,776841230E1
2,439103333E1	-4,706266659E0	-3,803371965E1
2,440771667E1	-5,928456896E0	-3,827265078E1
2,442440000E1	-7,145203819E0	-3,835175428E1
2,444108333E1	-8,399212225E0	-3,831059090E1
2,445776667E1	-9,624906664E0	-3,825676175E1
2,447445000E1	-1,079786026E1	-3,807356839E1
2,449113333E1	-1,196369659E1	-3,781438735E1
2,450781667E1	-1,303417913E1	-3,749567890E1
2,452450000E1	-1,407569157E1	-3,703766037E1
2,454118333E1	-1,504470205E1	-3,658358200E1
2,455786667E1	-1,595857141E1	-3,608332150E1
2,457455000E1	-1,685176576E1	-3,552277646E1
2,459123333E1	-1,769236137E1	-3,488883594E1
2,460791667E1	-1,842039236E1	-3,439907220E1
2,462460000E1	-1,905231688E1	-3,379427381E1
2,464128333E1	-1,961475512E1	-3,317167129E1
2,465796667E1	-2,004792928E1	-3,255004673E1
2,467465000E1	-2,039514194E1	-3,196700955E1
2,469133333E1	-2,077913080E1	-3,143768672E1
2,470801667E1	-2,110144103E1	-3,092662241E1
2,472470000E1	-2,143496212E1	-3,050238198E1
2,474138333E1	-2,161969923E1	-3,003060959E1
2,475806667E1	-2,181003248E1	-2,968302536E1
2,477475000E1	-2,193601607E1	-2,937457636E1
2,479143333E1	-2,203191199E1	-2,909666667E1
2,480811667E1	-2,214337405E1	-2,893834764E1
2,482480000E1	-2,214591960E1	-2,881471248E1
2,484148333E1	-2,217768744E1	-2,875164043E1
2,485816667E1	-2,216965660E1	-2,872746864E1
2,487485000E1	-2,213047210E1	-2,880220787E1
2,489153333E1	-2,205999138E1	-2,889195448E1
2,490821667E1	-2,201564871E1	-2,908470291E1
2,492490000E1	-2,187269955E1	-2,931525107E1
2,494158333E1	-2,175251035E1	-2,960075701E1
2,495826667E1	-2,155635472E1	-3,001410379E1
2,497495000E1	-2,136083884E1	-3,040344195E1
2,499163333E1	-2,105455146E1	-3,083152366E1
2,500831667E1	-2,075708063E1	-3,133202891E1
2,502500000E1	-2,036623268E1	-3,188462621E1
2,504168333E1	-1,994334153E1	-3,244266519E1
2,505836667E1	-1,943647317E1	-3,304010561E1
2,507505000E1	-1,887219776E1	-3,366645230E1
2,509173333E1	-1,823670757E1	-3,427744402E1
2,510841667E1	-1,753987368E1	-3,487653213E1
2,512510000E1	-1,679515900E1	-3,546915641E1
2,514178333E1	-1,595295715E1	-3,604053322E1
2,515846667E1	-1,507064327E1	-3,658512018E1
2,517515000E1	-1,408718260E1	-3,708440604E1
2,519183333E1	-1,309059999E1	-3,750262862E1
2,520851667E1	-1,199471153E1	-3,784961952E1
2,522520000E1	-1,087698418E1	-3,812347997E1
2,524188333E1	-9,745964733E0	-3,836724273E1
2,525856667E1	-8,604471425E0	-3,847347720E1
2,527525000E1	-7,433444579E0	-3,849398760E1
2,529193333E1	-6,264800801E0	-3,847175227E1
2,530861667E1	-5,149267555E0	-3,831544452E1
2,532530000E1	-4,047532975E0	-3,810359341E1
2,534198333E1	-2,973887545E0	-3,784133616E1
2,535866667E1	-1,951982191E0	-3,750026888E1
2,537535000E1	-1,028624888E0	-3,712564359E1
2,539203333E1	-9,633900328E-2	-3,662325364E1
2,540871667E1	7,843027072E-1	-3,607725291E1
2,542540000E1	1,569090882E0	-3,554719377E1
2,544208333E1	2,281330530E0	-3,499712527E1
2,545876667E1	2,900181896E0	-3,443021470E1
2,547545000E1	3,477946026E0	-3,390347792E1
2,549213333E1	3,984628190E0	-3,333932925E1
2,550881667E1	4,439399827E0	-3,282414019E1
2,552550000E1	4,839657873E0	-3,231551622E1
2,554218333E1	5,182886530E0	-3,186130435E1
2,555886667E1	5,461282527E0	-3,142022295E1
2,557555000E1	5,704387873E0	-3,104393726E1
2,559223333E1	5,889655541E0	-3,069822345E1
2,560891667E1	6,062038524E0	-3,039539705E1
2,562560000E1	6,177253267E0	-3,016890009E1
2,564228333E1	6,274605459E0	-2,997035608E1
2,565896667E1	6,354262253E0	-2,984731346E1
2,567565000E1	6,383255271E0	-2,976864345E1
2,569233333E1	6,375891661E0	-2,976070520E1
2,570901667E1	6,353523630E0	-2,978193048E1
2,572570000E1	6,288236459E0	-2,988743861E1
2,574238333E1	6,225216014E0	-3,006355314E1
2,575906667E1	6,101647124E0	-3,028056648E1
2,577575000E1	5,958502048E0	-3,054952916E1
2,579243333E1	5,768853207E0	-3,087098055E1
2,580911667E1	5,541173346E0	-3,123779912E1
2,582580000E1	5,285571198E0	-3,167451151E1
2,584248333E1	4,948973295E0	-3,211801695E1
2,585916667E1	4,582438739E0	-3,262549487E1
2,587585000E1	4,133849051E0	-3,313793443E1
2,589253333E1	3,669263779E0	-3,368626465E1
2,590921667E1	3,083200278E0	-3,423477675E1
2,592590000E1	2,471189027E0	-3,479154485E1
2,594258333E1	1,809308310E0	-3,533960830E1
2,595926667E1	1,074467902E0	-3,588107641E1
2,597595000E1	2,523909681E-1	-3,639975364E1
2,599263333E1	-6,499971318E-1	-3,685356387E1
2,600931667E1	-1,566946016E0	-3,730714389E1
2,602600000E1	-2,548837568E0	-3,771661576E1
2,604268333E1	-3,532503830E0	-3,805940797E1
2,605936667E1	-4,590862649E0	-3,831432224E1
2,607605000E1	-5,683322321E0	-3,849829627E1
2,609273333E1	-6,795535105E0	-3,861085665E1
2,610941667E1	-7,941450381E0	-3,867661948E1
2,612610000E1	-9,015150403E0	-3,866747416E1
2,614278333E1	-1,011519775E1	-3,852601151E1
2,615946667E1	-1,117825728E1	-3,831077460E1
2,617615000E1	-1,220958492E1	-3,806651376E1
2,619283333E1	-1,316735949E1	-3,768550183E1
2,620951667E1	-1,405966710E1	-3,732311566E1
2,622620000E1	-1,490374149E1	-3,687504561E1
2,624288333E1	-1,567641565E1	-3,647700089E1
2,625956667E1	-1,650203720E1	-3,597111601E1
2,627625000E1	-1,723999520E1	-3,550851314E1
2,629293333E1	-1,795238603E1	-3,503690424E1
2,630961667E1	-1,853262755E1	-3,450987878E1
2,632630000E1	-1,900943084E1	-3,402480480E1
2,634298333E1	-1,941902721E1	-3,350438354E1
2,635966667E1	-1,979507513E1	-3,313270540E1
2,637635000E1	-2,014597409E1	-3,264443695E1
2,639303333E1	-2,045529448E1	-3,228343941E1
2,640971667E1	-2,074031176E1	-3,191401486E1
2,642640000E1	-2,092153946E1	-3,164963401E1
2,644308333E1	-2,104032811E1	-3,136442194E1
2,645976667E1	-2,120256853E1	-3,116620771E1
2,647645000E1	-2,131982403E1	-3,102270068E1
2,649313333E1	-2,136206046E1	-3,091547356E1
2,650981667E1	-2,141658877E1	-3,091245825E1
2,652650000E1	-2,143538289E1	-3,092607339E1
2,654318333E1	-2,134095507E1	-3,096634522E1
2,655986667E1	-2,126580364E1	-3,106412751E1
2,657655000E1	-2,116674750E1	-3,123618290E1
2,659323333E1	-2,101787170E1	-3,146767608E1
2,660991667E1	-2,087179110E1	-3,177716065E1
2,662660000E1	-2,065475412E1	-3,209976044E1
2,664328333E1	-2,035435210E1	-3,246569134E1
2,665996667E1	-2,004779342E1	-3,281935263E1
2,667665000E1	-1,972016363E1	-3,324814829E1
2,669333333E1	-1,925981698E1	-3,371547844E1
2,671001667E1	-1,880518639E1	-3,420991614E1
2,672670000E1	-1,827366432E1	-3,471132323E1
2,674338333E1	-1,771786057E1	-3,517086295E1
2,676006667E1	-1,701596788E1	-3,569104898E1
2,677675000E1	-1,630935783E1	-3,619931271E1
2,679343333E1	-1,550812802E1	-3,667395450E1
2,681011667E1	-1,469285222E1	-3,708051722E1
2,682680000E1	-1,381415427E1	-3,747953878E1
2,684348333E1	-1,288496864E1	-3,784569796E1
2,686016667E1	-1,193151963E1	-3,809590426E1
2,687685000E1	-1,091819509E1	-3,833205800E1
2,689353333E1	-9,854281711E0	-3,850780094E1
2,691021667E1	-8,805812787E0	-3,865597471E1
2,692690000E1	-7,766199826E0	-3,867670548E1
2,694358333E1	-6,707693224E0	-3,862863938E1
2,696026667E1	-5,651448835E0	-3,852135162E1
2,697695000E1	-4,656938990E0	-3,834551274E1
2,699363333E1	-3,642416979E0	-3,811022397E1
2,701031667E1	-2,689309126E0	-3,786891075E1
2,702700000E1	-1,836058379E0	-3,752268215E1
2,704368333E1	-1,017382406E0	-3,723031775E1
2,706036667E1	-2,136346668E-1	-3,679349800E1
2,707705000E1	5,672679352E-1	-3,631709777E1
2,709373333E1	1,254110505E0	-3,584192432E1
2,711041667E1	1,915750667E0	-3,534343895E1
2,712710000E1	2,481289749E0	-3,486105313E1
2,714378333E1	3,035406067E0	-3,437506551E1
2,716046667E1	3,511962191E0	-3,391303995E1
2,717715000E1	3,910914893E0	-3,345987130E1
2,719383333E1	4,274381688E0	-3,305147192E1
2,721051667E1	4,594716160E0	-3,264850232E1
2,722720000E1	4,852325182E0	-3,229514392E1
2,724388333E1	5,085572775E0	-3,197650275E1
2,726056667E1	5,268541283E0	-3,169761551E1
2,727725000E1	5,403963422E0	-3,146096459E1
2,729393333E1	5,522887787E0	-3,130406056E1
2,731061667E1	5,598521749E0	-3,117014441E1
2,732730000E1	5,658515793E0	-3,112276180E1
2,734398333E1	5,666012704E0	-3,110041806E1
2,736066667E1	5,610260753E0	-3,113789076E1
2,737735000E1	5,567958254E0	-3,123395704E1
2,739403333E1	5,478370410E0	-3,135601700E1
2,741071667E1	5,363479378E0	-3,155914643E1
2,742740000E1	5,186538752E0	-3,177992079E1
2,744408333E1	4,989867779E0	-3,209072761E1
2,746076667E1	4,752225146E0	-3,242225711E1
2,747745000E1	4,474236760E0	-3,277811115E1
2,749413333E1	4,138448102E0	-3,317061308E1
2,751081667E1	3,754547922E0	-3,361788077E1
2,752750000E1	3,332902961E0	-3,404237004E1
2,754418333E1	2,848140205E0	-3,454297109E1
2,756086667E1	2,266592909E0	-3,500394089E1
2,757755000E1	1,664018348E0	-3,550153483E1
2,759423333E1	1,018328631E0	-3,597577168E1
2,761091667E1	3,161370808E-1	-3,643734586E1
2,762760000E1	-4,833777493E-1	-3,685006878E1
2,764428333E1	-1,327607343E0	-3,727460047E1
2,766096667E1	-2,225573821E0	-3,764313339E1
2,767765000E1	-3,137358364E0	-3,796353520E1
2,769433333E1	-4,118039007E0	-3,824397512E1
2,771101667E1	-5,081592149E0	-3,846100830E1
2,772770000E1	-6,122252581E0	-3,860146448E1
2,774438333E1	-7,117723664E0	-3,871418571E1
2,776106667E1	-8,155593486E0	-3,868117170E1
2,777775000E1	-9,158785271E0	-3,868059676E1
2,779443333E1	-1,018776169E1	-3,858393092E1
2,781111667E1	-1,114990302E1	-3,842363281E1
2,782780000E1	-1,212183342E1	-3,816564950E1
2,784448333E1	-1,301208422E1	-3,780387271E1
2,786116667E1	-1,381452674E1	-3,747969345E1
2,787785000E1	-1,459635003E1	-3,711654493E1
2,789453333E1	-1,532163230E1	-3,672636101E1
2,791121667E1	-1,607191167E1	-3,626809370E1
2,792790000E1	-1,673395301E1	-3,587785573E1
2,794458333E1	-1,734652291E1	-3,540434834E1
2,796126667E1	-1,792849503E1	-3,494012085E1
2,797795000E1	-1,842610099E1	-3,450820628E1
2,799463333E1	-1,888230780E1	-3,408862107E1
2,801131667E1	-1,926290311E1	-3,370249631E1
2,802800000E1	-1,959376962E1	-3,330954752E1
2,804468333E1	-1,989500768E1	-3,297984754E1
2,806136667E1	-2,016137989E1	-3,267611426E1
2,807805000E1	-2,037175269E1	-3,242913575E1
2,809473333E1	-2,053083821E1	-3,225445188E1
2,811141667E1	-2,069210711E1	-3,206401686E1
2,812810000E1	-2,077615501E1	-3,195251353E1
2,814478333E1	-2,083297076E1	-3,186265811E1
2,816146667E1	-2,082693798E1	-3,183679551E1
2,817815000E1	-2,080540725E1	-3,186022798E1
2,819483333E1	-2,075800860E1	-3,195190113E1
2,821151667E1	-2,069165548E1	-3,205690567E1
2,822820000E1	-2,057275685E1	-3,224277724E1
2,824488333E1	-2,041339720E1	-3,247193131E1
2,826156667E1	-2,017100974E1	-3,271345381E1
2,827825000E1	-1,993497072E1	-3,299188978E1
2,829493333E1	-1,967435282E1	-3,336089283E1
2,831161667E1	-1,931696560E1	-3,371419180E1
2,832830000E1	-1,892400740E1	-3,411635364E1
2,834498333E1	-1,851880562E1	-3,451700352E1
2,836166667E1	-1,800817897E1	-3,497903612E1
2,837835000E1	-1,745025711E1	-3,545820001E1
2,839503333E1	-1,688995365E1	-3,587835965E1
2,841171667E1	-1,620290256E1	-3,632449735E1
2,842840000E1	-1,548138523E1	-3,678347669E1
2,844508333E1	-1,472023059E1	-3,715051406E1
2,846176667E1	-1,387869549E1	-3,756373118E1
2,847845000E1	-1,300799646E1	-3,788972114E1
2,849513333E1	-1,209086394E1	-3,815521615E1
2,851181667E1	-1,116779774E1	-3,835538775E1
2,852850000E1	-1,023699946E1	-3,854112695E1
2,854518333E1	-9,224321330E0	-3,868138323E1
2,856186667E1	-8,269196440E0	-3,872202049E1
2,857855000E1	-7,244511292E0	-3,876037506E1
2,859523333E1	-6,233764764E0	-3,870240050E1
2,861191667E1	-5,246879657E0	-3,856623129E1
2,862860000E1	-4,292072857E0	-3,836471914E1
2,864528333E1	-3,397490444E0	-3,815983840E1
2,866196667E1	-2,546853783E0	-3,793350701E1
2,867865000E1	-1,719852802E0	-3,764063570E1
