masa_A
t	x	y
1,701700000E0	-2,268232980E1	-1,116517005E1
1,718383333E0	-2,278673024E1	-1,075043543E1
1,735066667E0	-2,283485082E1	-1,035642855E1
1,751750000E0	-2,291637900E1	-1,005287700E1
1,768433333E0	-2,294993782E1	-9,813362087E0
1,785116667E0	-2,296984326E1	-9,660181748E0
1,801800000E0	-2,295935931E1	-9,548878718E0
1,818483333E0	-2,294722581E1	-9,527690152E0
1,835166667E0	-2,291599028E1	-9,563117941E0
1,851850000E0	-2,291814032E1	-9,652887003E0
1,868533333E0	-2,290112118E1	-9,846717642E0
1,885216667E0	-2,286715658E1	-1,007185829E1
1,901900000E0	-2,277382877E1	-1,039354772E1
1,918583333E0	-2,268303854E1	-1,075134042E1
1,935266667E0	-2,258190853E1	-1,119121320E1
1,951950000E0	-2,245938179E1	-1,169594057E1
1,968633333E0	-2,225791546E1	-1,225535609E1
1,985316667E0	-2,201320820E1	-1,287074166E1
2,002000000E0	-2,176799521E1	-1,356045523E1
2,018683333E0	-2,140331579E1	-1,423979475E1
2,035366667E0	-2,099457508E1	-1,497250964E1
2,052050000E0	-2,053754645E1	-1,576874474E1
2,068733333E0	-1,995926291E1	-1,657930916E1
2,085416667E0	-1,932829546E1	-1,737890201E1
2,102100000E0	-1,862550134E1	-1,816770946E1
2,118783333E0	-1,780071940E1	-1,891901353E1
2,135466667E0	-1,689695668E1	-1,966415344E1
2,152150000E0	-1,593358978E1	-2,036803880E1
2,168833333E0	-1,486067916E1	-2,096804738E1
2,185516667E0	-1,373116060E1	-2,151698169E1
2,202200000E0	-1,249762926E1	-2,199326239E1
2,218883333E0	-1,124615330E1	-2,236463809E1
2,235566667E0	-1,000570130E1	-2,261532425E1
2,252250000E0	-8,632981436E0	-2,276923913E1
2,268933333E0	-7,376058935E0	-2,278125852E1
2,285616667E0	-6,040272699E0	-2,268918410E1
2,302300000E0	-4,801849407E0	-2,247710269E1
2,318983333E0	-3,525886011E0	-2,219459873E1
2,335666667E0	-2,361138814E0	-2,180307972E1
2,352350000E0	-1,201278012E0	-2,132444696E1
2,369033333E0	-1,547817457E-1	-2,078027275E1
2,385716667E0	7,870084248E-1	-2,017227638E1
2,402400000E0	1,744171031E0	-1,949930264E1
2,419083333E0	2,583427839E0	-1,876606692E1
2,435766667E0	3,376289121E0	-1,801161823E1
2,452450000E0	4,053699508E0	-1,727657022E1
2,469133333E0	4,669154711E0	-1,650983331E1
2,485816667E0	5,193390976E0	-1,575780487E1
2,502500000E0	5,623143760E0	-1,502967855E1
2,519183333E0	5,988228078E0	-1,432910854E1
2,535866667E0	6,328113869E0	-1,365563436E1
2,552550000E0	6,588833510E0	-1,305871489E1
2,569233333E0	6,778020305E0	-1,250372658E1
2,585916667E0	6,935627570E0	-1,200831718E1
2,602600000E0	7,083611033E0	-1,154746772E1
2,619283333E0	7,197933016E0	-1,115875909E1
2,635966667E0	7,268899133E0	-1,081497252E1
2,652650000E0	7,322236777E0	-1,056676099E1
2,669333333E0	7,361258617E0	-1,035418026E1
2,686016667E0	7,390366127E0	-1,020951108E1
2,702700000E0	7,401717576E0	-1,015237244E1
2,719383333E0	7,391882989E0	-1,017103207E1
2,736066667E0	7,395621248E0	-1,021108816E1
2,752750000E0	7,388615857E0	-1,031395136E1
2,769433333E0	7,326685347E0	-1,050369113E1
2,786116667E0	7,261065399E0	-1,075661360E1
2,802800000E0	7,191958254E0	-1,105972995E1
2,819483333E0	7,101740354E0	-1,144926106E1
2,836166667E0	6,969463929E0	-1,188168925E1
2,852850000E0	6,781677064E0	-1,236817336E1
2,869533333E0	6,567848051E0	-1,293891127E1
2,886216667E0	6,343021215E0	-1,354575385E1
2,902900000E0	6,048206897E0	-1,420183742E1
2,919583333E0	5,677688264E0	-1,490721504E1
2,936266667E0	5,260795709E0	-1,562747938E1
2,952950000E0	4,751555177E0	-1,634930548E1
2,969633333E0	4,186053043E0	-1,712522228E1
2,986316667E0	3,516638534E0	-1,787051384E1
3,003000000E0	2,768847727E0	-1,860354938E1
3,019683333E0	1,951025295E0	-1,932675541E1
3,036366667E0	1,018701433E0	-2,003034941E1
3,053050000E0	6,226757451E-2	-2,063784778E1
3,069733333E0	-1,028899538E0	-2,122758939E1
3,086416667E0	-2,124111971E0	-2,170754487E1
3,103100000E0	-3,332575330E0	-2,211613431E1
3,119783333E0	-4,566972157E0	-2,243665794E1
3,136466667E0	-5,847614496E0	-2,265957030E1
3,153150000E0	-7,120819720E0	-2,277214307E1
3,169833333E0	-8,405294372E0	-2,278829412E1
3,186516667E0	-9,682994859E0	-2,265803707E1
3,203200000E0	-1,089776531E1	-2,247917327E1
3,219883333E0	-1,210032263E1	-2,216408538E1
3,236566667E0	-1,323447707E1	-2,180955352E1
3,253250000E0	-1,431037054E1	-2,132930870E1
3,269933333E0	-1,530789709E1	-2,081596900E1
3,286616667E0	-1,621438780E1	-2,026054851E1
3,303300000E0	-1,704772200E1	-1,966185725E1
3,319983333E0	-1,791632894E1	-1,893067202E1
3,336666667E0	-1,863769268E1	-1,818935156E1
3,353350000E0	-1,930472863E1	-1,750991754E1
3,370033333E0	-1,987260863E1	-1,680065956E1
3,386716667E0	-2,036654024E1	-1,617401892E1
3,403400000E0	-2,080760230E1	-1,556823309E1
3,420083333E0	-2,115631443E1	-1,495151621E1
3,436766667E0	-2,146575408E1	-1,436559285E1
3,453450000E0	-2,173064265E1	-1,381444514E1
3,470133333E0	-2,192183931E1	-1,329871635E1
3,486816667E0	-2,212361411E1	-1,286932272E1
3,503500000E0	-2,225003348E1	-1,245163938E1
3,520183333E0	-2,235308892E1	-1,210655359E1
3,536866667E0	-2,243270853E1	-1,186410755E1
3,553550000E0	-2,251227474E1	-1,166270389E1
3,570233333E0	-2,253663386E1	-1,151031561E1
3,586916667E0	-2,255886363E1	-1,139095993E1
3,603600000E0	-2,257583273E1	-1,138576419E1
3,620283333E0	-2,256829287E1	-1,145287290E1
3,636966667E0	-2,252765586E1	-1,156445411E1
3,653650000E0	-2,250273526E1	-1,176630433E1
3,670333333E0	-2,241982659E1	-1,197610662E1
3,687016667E0	-2,231956044E1	-1,227435687E1
3,703700000E0	-2,220886919E1	-1,266915310E1
3,720383333E0	-2,201970484E1	-1,309095907E1
3,737066667E0	-2,180658461E1	-1,352487577E1
3,753750000E0	-2,156425246E1	-1,408208548E1
3,770433333E0	-2,125109242E1	-1,464364907E1
3,787116667E0	-2,091587437E1	-1,525304862E1
3,803800000E0	-2,051050236E1	-1,590616988E1
3,820483333E0	-2,002252801E1	-1,658688533E1
3,837166667E0	-1,947329908E1	-1,727119948E1
3,853850000E0	-1,884562333E1	-1,800129871E1
3,870533333E0	-1,816461117E1	-1,869020283E1
3,887216667E0	-1,739606245E1	-1,937977807E1
3,903900000E0	-1,652602842E1	-2,002439471E1
3,920583333E0	-1,560467821E1	-2,063586861E1
3,937266667E0	-1,462377551E1	-2,117673013E1
3,953950000E0	-1,353749286E1	-2,165708555E1
3,970633333E0	-1,239815518E1	-2,209167856E1
3,987316667E0	-1,124461990E1	-2,242565271E1
4,004000000E0	-1,005377542E1	-2,266686206E1
4,020683333E0	-8,833555334E0	-2,282420720E1
4,037366667E0	-7,633450326E0	-2,286612113E1
4,054050000E0	-6,379886269E0	-2,277865500E1
4,070733333E0	-5,178120907E0	-2,265984294E1
4,087416667E0	-4,035109793E0	-2,240681758E1
4,104100000E0	-2,854004455E0	-2,209197009E1
4,120783333E0	-1,787492153E0	-2,168494313E1
4,137466667E0	-7,877971239E-1	-2,122275931E1
4,154150000E0	1,396898896E-1	-2,072254373E1
4,170833333E0	1,029768019E0	-2,011409834E1
4,187516667E0	1,880736965E0	-1,948519040E1
4,204200000E0	2,648115738E0	-1,885466019E1
4,220883333E0	3,341434650E0	-1,817315960E1
4,237566667E0	3,966525266E0	-1,749355433E1
4,254250000E0	4,512958084E0	-1,681937619E1
4,270933333E0	4,978411435E0	-1,616297519E1
4,287616667E0	5,381762116E0	-1,552534078E1
4,304300000E0	5,751521097E0	-1,495165634E1
4,320983333E0	6,034244001E0	-1,439308782E1
4,337666667E0	6,302452489E0	-1,388795109E1
4,354350000E0	6,515672076E0	-1,343391235E1
4,371033333E0	6,664161944E0	-1,304312662E1
4,387716667E0	6,783974784E0	-1,272912267E1
4,404400000E0	6,850417468E0	-1,244939655E1
4,421083333E0	6,925356830E0	-1,223203464E1
4,437766667E0	6,993903879E0	-1,204193645E1
4,454450000E0	7,033891569E0	-1,192662098E1
4,471133333E0	7,039709986E0	-1,186642115E1
4,487816667E0	7,033866130E0	-1,188290938E1
4,504500000E0	7,018310617E0	-1,193980939E1
4,521183333E0	6,961594118E0	-1,206657486E1
4,537866667E0	6,906718785E0	-1,225730818E1
4,554550000E0	6,830164970E0	-1,254507396E1
4,571233333E0	6,707452491E0	-1,285935496E1
4,587916667E0	6,555491363E0	-1,322927326E1
4,604600000E0	6,362702116E0	-1,368435684E1
4,621283333E0	6,147854786E0	-1,415079849E1
4,637966667E0	5,874813026E0	-1,465805513E1
4,654650000E0	5,552182223E0	-1,524054449E1
4,671333333E0	5,186500455E0	-1,585923210E1
4,688016667E0	4,766377876E0	-1,648562270E1
4,704700000E0	4,256319537E0	-1,714573825E1
4,721383333E0	3,706855207E0	-1,777982396E1
4,738066667E0	3,076543689E0	-1,843559486E1
4,754750000E0	2,351884358E0	-1,911671024E1
4,771433333E0	1,544679228E0	-1,974434803E1
4,788116667E0	7,034253081E-1	-2,035427316E1
4,804800000E0	-2,011160532E-1	-2,091815595E1
4,821483333E0	-1,227915039E0	-2,142419892E1
4,838166667E0	-2,270294783E0	-2,185595862E1
4,854850000E0	-3,394840540E0	-2,224612405E1
4,871533333E0	-4,532600342E0	-2,252817747E1
4,888216667E0	-5,732107960E0	-2,273574776E1
4,904900000E0	-6,952077255E0	-2,281319728E1
4,921583333E0	-8,144161644E0	-2,283208495E1
4,938266667E0	-9,325808643E0	-2,275387992E1
4,954950000E0	-1,048774552E1	-2,257737872E1
4,971633333E0	-1,162410666E1	-2,234555199E1
4,988316667E0	-1,270810466E1	-2,198098873E1
5,005000000E0	-1,370434795E1	-2,158719773E1
5,021683333E0	-1,466483329E1	-2,114486018E1
5,038366667E0	-1,554620147E1	-2,067222263E1
5,055050000E0	-1,637495433E1	-2,018202719E1
5,071733333E0	-1,717983421E1	-1,960702376E1
5,088416667E0	-1,794596264E1	-1,893570816E1
5,105100000E0	-1,859732803E1	-1,829874236E1
5,121783333E0	-1,921746013E1	-1,769475910E1
5,138466667E0	-1,972365775E1	-1,710880148E1
5,155150000E0	-2,018471084E1	-1,644951753E1
5,171833333E0	-2,060518337E1	-1,587905048E1
5,188516667E0	-2,091518364E1	-1,533742468E1
5,205200000E0	-2,121580424E1	-1,488784426E1
5,221883333E0	-2,145412361E1	-1,440864789E1
5,238566667E0	-2,165418707E1	-1,399666781E1
5,255250000E0	-2,181408925E1	-1,360215956E1
5,271933333E0	-2,192361540E1	-1,331788884E1
5,288616667E0	-2,204812479E1	-1,307310041E1
5,305300000E0	-2,212165077E1	-1,288982056E1
5,321983333E0	-2,215161745E1	-1,275824358E1
5,338666667E0	-2,214245695E1	-1,269322484E1
5,355350000E0	-2,214163672E1	-1,268069262E1
5,372033333E0	-2,212849526E1	-1,276899363E1
5,388716667E0	-2,210114757E1	-1,288031110E1
5,405400000E0	-2,201526968E1	-1,308090186E1
5,422083333E0	-2,190506545E1	-1,329467266E1
5,438766667E0	-2,178005452E1	-1,359846845E1
5,455450000E0	-2,161948547E1	-1,395690891E1
5,472133333E0	-2,140444448E1	-1,435489631E1
5,488816667E0	-2,114532229E1	-1,481243932E1
5,505500000E0	-2,084604723E1	-1,529441458E1
5,522183333E0	-2,051234796E1	-1,586086654E1
5,538866667E0	-2,010764608E1	-1,641015766E1
5,555550000E0	-1,964530722E1	-1,703784118E1
5,572233333E0	-1,914773122E1	-1,763620222E1
5,588916667E0	-1,855952485E1	-1,821263375E1
5,605600000E0	-1,790423605E1	-1,887262840E1
5,622283333E0	-1,714637518E1	-1,951888592E1
5,638966667E0	-1,634412079E1	-2,008115595E1
5,655650000E0	-1,550113406E1	-2,064737137E1
5,672333333E0	-1,457107281E1	-2,115790326E1
5,689016667E0	-1,360475690E1	-2,163938525E1
5,705700000E0	-1,253910229E1	-2,201454368E1
5,722383333E0	-1,147317977E1	-2,235175882E1
5,739066667E0	-1,034279145E1	-2,259360224E1
5,755750000E0	-9,199701828E0	-2,272994129E1
5,772433333E0	-8,036929271E0	-2,282984400E1
5,789116667E0	-6,891072600E0	-2,279865819E1
5,805800000E0	-5,747209277E0	-2,269486701E1
5,822483333E0	-4,624461182E0	-2,252227606E1
5,839166667E0	-3,529281819E0	-2,226486049E1
5,855850000E0	-2,516729784E0	-2,196506917E1
5,872533333E0	-1,529954972E0	-2,156679649E1
5,889216667E0	-6,022513431E-1	-2,113993603E1
5,905900000E0	3,229175609E-1	-2,060542495E1
5,922583333E0	1,145618334E0	-2,006677331E1
5,939266667E0	1,908676697E0	-1,949029642E1
5,955950000E0	2,623680585E0	-1,889209695E1
5,972633333E0	3,268244723E0	-1,827013155E1
5,989316667E0	3,827774742E0	-1,766597911E1
6,006000000E0	4,323909189E0	-1,709843562E1
6,022683333E0	4,761254847E0	-1,650386447E1
6,039366667E0	5,153508075E0	-1,597212602E1
6,056050000E0	5,495029072E0	-1,544227994E1
6,072733333E0	5,769972690E0	-1,496606192E1
6,089416667E0	6,006274003E0	-1,453849774E1
6,106100000E0	6,198825457E0	-1,412956802E1
6,122783333E0	6,346759106E0	-1,379764962E1
6,139466667E0	6,466315737E0	-1,350795334E1
6,156150000E0	6,568334369E0	-1,327748482E1
6,172833333E0	6,647175127E0	-1,312683049E1
6,189516667E0	6,669505654E0	-1,302124739E1
6,206200000E0	6,682277635E0	-1,297347054E1
6,222883333E0	6,656560443E0	-1,298177488E1
6,239566667E0	6,639968902E0	-1,306893004E1
6,256250000E0	6,580348608E0	-1,318167336E1
6,272933333E0	6,505367571E0	-1,337756032E1
6,289616667E0	6,418982082E0	-1,360431170E1
6,306300000E0	6,262067851E0	-1,390169633E1
6,322983333E0	6,088532932E0	-1,425687678E1
6,339666667E0	5,873871260E0	-1,463777437E1
6,356350000E0	5,633229951E0	-1,510162939E1
6,373033333E0	5,312500397E0	-1,556400291E1
6,389716667E0	4,960709798E0	-1,609630382E1
6,406400000E0	4,575770365E0	-1,666687264E1
6,423083333E0	4,101700813E0	-1,722735415E1
6,439766667E0	3,591692189E0	-1,782931770E1
6,456450000E0	2,993554804E0	-1,842570418E1
6,473133333E0	2,339552475E0	-1,902639514E1
6,489816667E0	1,612140373E0	-1,961328561E1
6,506500000E0	8,140433763E-1	-2,015909838E1
6,523183333E0	1,847322434E-3	-2,068919812E1
6,539866667E0	-9,477169737E-1	-2,117136560E1
6,556550000E0	-1,884538164E0	-2,160608688E1
6,573233333E0	-2,925469416E0	-2,200366860E1
6,589916667E0	-3,966701222E0	-2,230123099E1
6,606600000E0	-5,057795520E0	-2,252544275E1
6,623283333E0	-6,192832081E0	-2,268807844E1
6,639966667E0	-7,333977140E0	-2,273279444E1
6,656650000E0	-8,468326851E0	-2,273298440E1
6,673333333E0	-9,581533079E0	-2,261082997E1
6,690016667E0	-1,067154380E1	-2,245903487E1
6,706700000E0	-1,172872468E1	-2,219806937E1
6,723383333E0	-1,273920762E1	-2,187375159E1
6,740066667E0	-1,367028486E1	-2,152323747E1
6,756750000E0	-1,456348886E1	-2,110697714E1
6,773433333E0	-1,536977409E1	-2,067365279E1
6,790116667E0	-1,612789966E1	-2,022688832E1
6,806800000E0	-1,686114909E1	-1,969822025E1
6,823483333E0	-1,758763205E1	-1,915438176E1
6,840166667E0	-1,819629974E1	-1,857097563E1
6,856850000E0	-1,875845594E1	-1,798058381E1
6,873533333E0	-1,926191339E1	-1,746442705E1
6,890216667E0	-1,967850708E1	-1,697859703E1
6,906900000E0	-2,001515737E1	-1,643320995E1
6,923583333E0	-2,035285090E1	-1,595417149E1
6,940266667E0	-2,064839570E1	-1,556749627E1
6,956950000E0	-2,084093894E1	-1,516502477E1
6,973633333E0	-2,104758181E1	-1,483792267E1
6,990316667E0	-2,123252604E1	-1,455284343E1
7,007000000E0	-2,134674508E1	-1,431161555E1
7,023683333E0	-2,143750261E1	-1,412071012E1
7,040366667E0	-2,150739127E1	-1,398452539E1
7,057050000E0	-2,151299432E1	-1,389192990E1
7,073733333E0	-2,154772784E1	-1,388557478E1
7,090416667E0	-2,150474982E1	-1,389941299E1
7,107100000E0	-2,146515798E1	-1,401205822E1
7,123783333E0	-2,139412407E1	-1,415208694E1
7,140466667E0	-2,129209076E1	-1,437565040E1
7,157150000E0	-2,113748171E1	-1,461974401E1
7,173833333E0	-2,095211803E1	-1,492320570E1
7,190516667E0	-2,073761622E1	-1,529258264E1
7,207200000E0	-2,049745906E1	-1,570112014E1
7,223883333E0	-2,018806695E1	-1,613446566E1
7,240566667E0	-1,984463872E1	-1,662099793E1
7,257250000E0	-1,946822787E1	-1,715332160E1
7,273933333E0	-1,900298627E1	-1,767424578E1
7,290616667E0	-1,847427935E1	-1,823237417E1
7,307300000E0	-1,795637116E1	-1,879442578E1
7,323983333E0	-1,728847446E1	-1,935125242E1
7,340666667E0	-1,659250404E1	-1,993286010E1
7,357350000E0	-1,584311587E1	-2,047224980E1
7,374033333E0	-1,497801780E1	-2,092577371E1
7,390716667E0	-1,411500757E1	-2,137999184E1
7,407400000E0	-1,317411831E1	-2,182675966E1
7,424083333E0	-1,217453977E1	-2,215419226E1
7,440766667E0	-1,116847799E1	-2,240358355E1
7,457450000E0	-1,011848427E1	-2,265891004E1
7,474133333E0	-9,033371291E0	-2,277025713E1
7,490816667E0	-7,913667805E0	-2,285133119E1
7,507500000E0	-6,830044541E0	-2,281813528E1
7,524183333E0	-5,760795114E0	-2,272921731E1
7,540866667E0	-4,713056795E0	-2,257741958E1
7,557550000E0	-3,712010052E0	-2,230546558E1
7,574233333E0	-2,722473245E0	-2,204783464E1
7,590916667E0	-1,786247550E0	-2,170861060E1
7,607600000E0	-9,182723406E-1	-2,131966366E1
7,624283333E0	-8,596568775E-2	-2,089226714E1
7,640966667E0	7,212765940E-1	-2,038483899E1
7,657650000E0	1,476627351E0	-1,986439246E1
7,674333333E0	2,193547955E0	-1,931994143E1
7,691016667E0	2,804308599E0	-1,878360207E1
7,707700000E0	3,380973217E0	-1,825774368E1
7,724383333E0	3,881187691E0	-1,771724919E1
7,741066667E0	4,309135516E0	-1,720258150E1
7,757750000E0	4,703709678E0	-1,671215683E1
7,774433333E0	5,051563165E0	-1,625452186E1
7,791116667E0	5,339428859E0	-1,584098807E1
7,807800000E0	5,583080787E0	-1,544163676E1
7,824483333E0	5,785887550E0	-1,510075556E1
7,841166667E0	5,945059267E0	-1,481207934E1
7,857850000E0	6,082826800E0	-1,457837981E1
7,874533333E0	6,182140281E0	-1,439731870E1
7,891216667E0	6,260927048E0	-1,425959295E1
7,907900000E0	6,290785763E0	-1,418469788E1
7,924583333E0	6,326646598E0	-1,415882985E1
7,941266667E0	6,320086223E0	-1,419408841E1
7,957950000E0	6,280274806E0	-1,427940824E1
7,974633333E0	6,195837972E0	-1,440684910E1
7,991316667E0	6,095194902E0	-1,460547360E1
8,008000000E0	5,965606769E0	-1,483318065E1
8,024683333E0	5,786855533E0	-1,513405747E1
8,041366667E0	5,585064938E0	-1,545495678E1
8,058050000E0	5,365081194E0	-1,585550820E1
8,074733333E0	5,079895653E0	-1,626641933E1
8,091416667E0	4,721607986E0	-1,675136849E1
8,108100000E0	4,363635524E0	-1,722659698E1
8,124783333E0	3,912244230E0	-1,773610525E1
8,141466667E0	3,411016269E0	-1,824828514E1
8,158150000E0	2,868564962E0	-1,880906556E1
8,174833333E0	2,252012965E0	-1,933694146E1
8,191516667E0	1,562778705E0	-1,983782650E1
8,208200000E0	8,278109536E-1	-2,035761662E1
8,224883333E0	2,267967977E-2	-2,084157515E1
8,241566667E0	-8,159937220E-1	-2,130354787E1
8,258250000E0	-1,722974855E0	-2,173135682E1
8,274933333E0	-2,673104738E0	-2,208765702E1
8,291616667E0	-3,690871444E0	-2,238287997E1
8,308300000E0	-4,703008425E0	-2,261925433E1
8,324983333E0	-5,759446490E0	-2,279969780E1
8,341666667E0	-6,834093818E0	-2,288258556E1
8,358350000E0	-7,909649271E0	-2,290403255E1
8,375033333E0	-8,960102549E0	-2,285653310E1
8,391716667E0	-9,986328824E0	-2,270633268E1
8,408400000E0	-1,098876071E1	-2,250731178E1
8,425083333E0	-1,198016552E1	-2,222582523E1
8,441766667E0	-1,292047758E1	-2,194055204E1
8,458450000E0	-1,377684754E1	-2,157745956E1
8,475133333E0	-1,456628221E1	-2,118177685E1
8,491816667E0	-1,537240184E1	-2,074635042E1
8,508500000E0	-1,618644144E1	-2,024100059E1
8,525183333E0	-1,688077421E1	-1,970601617E1
8,541866667E0	-1,748683032E1	-1,918516663E1
8,558550000E0	-1,804255757E1	-1,867730783E1
8,575233333E0	-1,851568325E1	-1,821176290E1
8,591916667E0	-1,893481945E1	-1,778592978E1
8,608600000E0	-1,927004828E1	-1,737186859E1
8,625283333E0	-1,956359789E1	-1,702010176E1
8,641966667E0	-1,983975108E1	-1,677189121E1
8,658650000E0	-2,005862677E1	-1,648229394E1
8,675333333E0	-2,025744188E1	-1,618905379E1
8,692016667E0	-2,045434472E1	-1,590116058E1
8,708700000E0	-2,057337670E1	-1,570875797E1
8,725383333E0	-2,064720795E1	-1,551118055E1
8,742066667E0	-2,070908592E1	-1,539950769E1
8,758750000E0	-2,074739323E1	-1,531393384E1
8,775433333E0	-2,074049165E1	-1,530733151E1
8,792116667E0	-2,074207660E1	-1,537078575E1
8,808800000E0	-2,069213349E1	-1,549011094E1
8,825483333E0	-2,060676109E1	-1,560880609E1
8,842166667E0	-2,048477585E1	-1,581042657E1
8,858850000E0	-2,030907092E1	-1,601756618E1
8,875533333E0	-2,011469668E1	-1,630264595E1
8,892216667E0	-1,986389419E1	-1,662038867E1
8,908900000E0	-1,959938137E1	-1,697587012E1
8,925583333E0	-1,924946423E1	-1,736561021E1
8,942266667E0	-1,887575743E1	-1,778611093E1
8,958950000E0	-1,845849005E1	-1,824987352E1
8,975633333E0	-1,795947824E1	-1,872718185E1
8,992316667E0	-1,742238927E1	-1,920301003E1
9,009000000E0	-1,684872502E1	-1,968709742E1
9,025683333E0	-1,620750929E1	-2,016139159E1
